,Name,User_name,Date,Content,Comments,Forward,Like,language,Restaurant
97,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2018年10月10日,2018-10-10,#today #is #the #day #come #joinus #goodforgood #santantoniodapadova #church #151 #thompson #street #nyc #fundraising #best #pizzerie #all #together #same #purpose # @ Sottocasa Pizzeria… https://instagram.com/p/Bow1CROBKp0/?utm_source=ig_twitter_share&igshid=uhm4nb60en3m…,,,1,it,SottoCasa Pizzeria 
98,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2018年10月9日,2018-10-09,#there #is #party #at #sottocasa #pizzeria #not #only #pizza #partytime #tagliere #meat #cheese #italian #food #buono #real #natural #with #focaccia #harlem #eeeeeats @ Sottocasa Pizzeria…,,,,it,SottoCasa Pizzeria 
99,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2018年10月6日,2018-10-06,#team #friends #working #hard #busser #new #tshirt #sottocasa #pizzeria #harlem #different #color #enjoy #recycled #natural #cotton #takecare #world #earth #planet @ Sottocasa Pizzeria -… https://instagram.com/p/BomcSEGh5ig/?utm_source=ig_twitter_share&igshid=350tfat2ozk1…,,1,,it,SottoCasa Pizzeria 
100,GothamToGo,@afinelyne·2018年10月2日,2018-10-01,Sottocasa Pizzeria  ~  Harlem https://gothamtogo.com/portfolio/sottocasa-pizzeria-harlem/… via @AFineLyne,,,,it,SottoCasa Pizzeria 
101,"Monica McLemore PhD, MPH, RN see me on mastodon",@mclemoremr·2018年9月22日,2018-09-22,"Pizza, liquor. I hope Karen and Lauren join us. — at Sottocasa Pizzeria - Boerum Hill https://facebook.com/592917958/posts/10156707129992959/…",,,1,en,SottoCasa Pizzeria 
102,NYC Real Estate,@BrooklynXRental·2018年9月19日,2018-09-19,Sottocasa Pizzeria - Boerum Hill! Have you eaten here before? What do you think...This is a #boerumhill staple!,,,,en,SottoCasa Pizzeria 
103,Ashlee Lundvall,@crownandcamo·2018年8月24日,2018-08-23,Back together again! #ARedefinedLife #family #ABdoesNYC2018 @ Sottocasa Pizzeria - Boerum Hill,,,1,en,SottoCasa Pizzeria 
104,ohadihitman,@ohadihitman·2018年8月23日,2018-08-23,An amazing evening!@jillinharlem eva_berry1 #nyc #t#families #pizza #בילישוורץ #pennyschwartz #musical @ Sottocasa Pizzeria - Harlem https://instagram.com/p/Bmzk3VZgEZB/?utm_source=ig_twitter_share&igshid=sikfpbkjb0rd…,,,1,en,SottoCasa Pizzeria 
105,Brownstone Investments LLC,@BrownstoneNJ·2018年8月21日,2018-08-21,"Brownstone Recommends: If you are still looking for your perfect pizza place in New York, then you’ve got to try #SottoCasa Pizzeria. Where for a moment you’ll forget you’re in New York and feel you’re in Italy.#brownstoneinvestments #newyorkrealestatehttps://bit.ly/2PrnZa6",,,1,en,SottoCasa Pizzeria 
106,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2018年8月16日,2018-08-15,#now #selling #harlem #brooklyn #sottocasa #pizzeria #shirt #color #different #sign #mood #fun #loveit #green #box #special #price #buy #three #merchandise #items #proud @ Sottocasa… https://instagram.com/p/BmhE3cNB-Q4/?utm_source=ig_twitter_share&igshid=noouuv1funy9…,,,,it,SottoCasa Pizzeria 
107,"EQLB, MO OWENS, CEO",@ceoeq·2018年8月6日,2018-08-06,Congratulations to Al Garage @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BmHg-JIB-ZS/?utm_source=ig_twitter_share&igshid=suvwcin6fscf…,,,,en,SottoCasa Pizzeria 
108,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2018年7月23日,2018-07-23,Morning show pix11 Harlem talk about Pizzeria Sottocasa  so proud... thanks,,,4,en,SottoCasa Pizzeria 
109,Harlem RestaurantRow,@HarlemRestRow·2018年7月19日,2018-07-18,"Star chef out to make rice the new Ramen at Harlem restaurant space ... Local eating options in classic soul food at Amy Ruth's, SottoCasa Pizzeria, ...http://HarlemRestaurantRow.com/star-chef-out-hef-out-to-make-rice-the-new-ramen-at-harlem-restaurant-space/… http://harlemrestaurantrow.com/star-chef-out-to-make-rice-the-new-ramen-at-harlem-restaurant-space/…",,,,en,SottoCasa Pizzeria 
110,FantastikImports,@FantastikImport·2018年7月18日,2018-07-18,This #pizzeria in #sancasciano is giving those in #naplesitaly a run for their money! Sausage and broccoli rabe #pizza - holy cow! @ Pizzeria SottoCasa https://instagram.com/p/BlY3C8LFcs0/?utm_source=ig_twitter_share&igshid=1eiygxs5i60x2…,,,,en,SottoCasa Pizzeria 
111,"A Perfect Plate, Inc",@APerfectPlate·2018年7月8日,2018-07-08,Should have taken this before we started eating...nonetheless amazing pizza! #praypiceat @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/Bk893pjAzPd/?utm_source=ig_twitter_share&igshid=1clu79dvgd98b…,,,1,en,SottoCasa Pizzeria 
112,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2018年7月4日,2018-07-04,#yes #4thofjuly #weare #close #enjoylife #employee #family #fun #time #fireworks #nyc #independenceday #harlem #happyness #is #homemade # #see #you #thursday # @ Sottocasa Pizzeria - Harlem,,,1,it,SottoCasa Pizzeria 
113,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2018年7月1日,2018-07-01,#usually #only #pizza #stuff #but #this #are #so #funny #i #can #not #resist # #enjoy #restroom #decor @ Sottocasa Pizzeria - Harlem https://instagram.com/p/Bkq2w7ShyCz/?utm_source=ig_twitter_share&igshid=k7kosij6zniy…,,,,it,SottoCasa Pizzeria 
114,Silvia T.,@Sivia_T·2018年6月19日,2018-06-19,Fatta  tanto sai che la pizzeria è sottocasa. Adesso è anche su Just Eat. Sbattimento minimo.,,,1,it,SottoCasa Pizzeria 
115,Antonio Sch,@sch_antonio·2018年6月1日,2018-06-01,"comunque con il #maalox non ci fate niente. Consiglio uno uscita senza connessione in più step, passeggiata al centro, gelatino, passeggiata sul lungomare preserale, pizzeria, passeggiata serale sottocasa, rientro e poi a letto senza accendere la TV#GovernoLega5S",1,,,it,SottoCasa Pizzeria 
116,Marco Papetti,@Marco_Papetti·2018年5月17日,2018-05-17,"Ho letto la bozza del programma di governo. L'articolo 12, in materia di immigrazione. Sono stati di parola: sembra veramente scritto dal popolo, nella fattispecie dai quattro che lavorano alla pizzeria sottocasa. È improbabile che le cose potessero andar peggio.",,,,it,SottoCasa Pizzeria 
117,DJ Cooper,@shyromeo·2018年5月15日,2018-05-14,In crust we trust!!! @ Sottocasa Pizzeria - Harlem https://instagram.com/p/BixrXrngli3/?utm_source=ig_twitter_share…,,,,en,SottoCasa Pizzeria 
118,Griffen Reid,@ryderreid·2018年5月11日,2018-05-10,Just posted a photo @ Sottocasa Pizzeria… https://instagram.com/p/BinPG3AgmpRJ70sAat_Gce6gICEFJ2SyK5gSAc0/?utm_source=ig_twitter_share…,,,,en,SottoCasa Pizzeria 
119,Mircoconlaccì,@mircobosi·2018年4月26日,2018-04-26,Ottima pizza capricciosa dei ragazzi toscani ad Harlem @ Sottocasa Pizzeria - Harlem https://instagram.com/p/BiBFYFUl0Sw/,,,,it,SottoCasa Pizzeria 
120,Nick,@nickslavik·2018年4月7日,2018-04-07,Walked across the Brooklyn Bridge and had a pizza. @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BhRxqY7B4F0/,,,,en,SottoCasa Pizzeria 
121,Marcella Nerazzurra,@MarcellaNerazz1·2018年4月7日,2018-04-07,"Nn so Pina, o meglio nn mi risulta.Io so che se scendo e vado nella pizzeria chr ho sottocasa pago 6 euro, bevanda compresa.Francamente la frase ""ma che ne sanno al nord"" o qualcosa del genere mi suona male.Personalmente me ne frego di dove sia nata 1 persona.",1,1,5,it,SottoCasa Pizzeria 
122,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2018年4月7日,2018-04-07,#wedidit # #cheers #2 #years #harlem #sottocasa #pizzeria #matteo #elena #luca #team #friends… https://instagram.com/p/BhRhfR9h91B/,,,,und,SottoCasa Pizzeria 
123,Eat This NY,@EatThisNY·2018年4月4日,2018-04-04,Sottocasa has been a local Cobble Hill pizzeria for years and I'm very late to the game - as I… https://instagram.com/p/BhKbIzFjbNO/,,,,en,SottoCasa Pizzeria 
124,Ivan Luigi Fabbris,@IvanFabbris·2018年4月2日,2018-04-02,"La bramavo da anni, finalmente una pizzeria egiziana sottocasa.",,,1,it,SottoCasa Pizzeria 
125,LTB,@LTB·2018年3月11日,2018-03-11,Just posted a photo @ Sottocasa Pizzeria - Harlem https://instagram.com/p/BgMT-j9HPr2/,,,2,en,SottoCasa Pizzeria 
126,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2018年3月2日,2018-03-02,#open #for #business #now #noworries #harlem #sottocasa #pizzeria #is #ready #friday #night… https://instagram.com/p/Bf1mZOmleIa/,,,,und,SottoCasa Pizzeria 
127,Stephanie Redhead,@stephanidr·2018年2月20日,2018-02-20,"I'm at Sottocasa Pizzeria - Harlem - @sottocasaharlem in New York, NY https://swarmapp.com/c/kYzHO9Nsjfa",,,1,en,SottoCasa Pizzeria 
128,AALDC,@AtlanticAveLDC·2018年2月13日,2018-02-13,Can you have more then one? @Table87 @LUZZOSBK Brado Thin Crust Pizza & Sottocasa Pizzeria #atlanticave #brooklyn #pulseofbrooklyn #pizza,,,2,en,SottoCasa Pizzeria 
129,May Frayn,@may_frayn·2018年2月6日,2018-02-06,#sanremo2018  Mario Biondi mi piacerebbe anche se mi cantasse il menu' della pizzeria sottocasa,,,1,it,SottoCasa Pizzeria 
130,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2018年1月9日,2018-01-09,#notonly #pizza #dessert #dolci #caffe #tea #nice #warm #here #Harlem #sottocasa #pizzeria… https://instagram.com/p/BdtWrS1lxtA/,,,1,und,SottoCasa Pizzeria 
131,SonoitaGliana!!!,@costi_mila·2018年1月6日,2018-01-06,"Lo sai che pensavo pure io, ma dalla pizzeria sottocasa mi arriva un profumo di pizza con salsiccia da urlo",1,,2,it,SottoCasa Pizzeria 
132,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年12月30日,2017-12-30,#its #cold #outside # #warm #up #inside #sottocasa #pizzeria #harlem #brunch #time #pizza… https://instagram.com/p/BdVfjtMF1E-/,,,1,und,SottoCasa Pizzeria 
133,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年12月22日,2017-12-22,Just posted a photo @ Sottocasa Pizzeria - Harlem https://instagram.com/p/Bc--IcnFGPb/,,,,en,SottoCasa Pizzeria 
134,Xteena,@xteenaashcraft·2017年12月6日,2017-12-06,Dessert was better! @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BcWFlhFg-Df/,,,,de,SottoCasa Pizzeria 
135,Xteena,@xteenaashcraft·2017年12月6日,2017-12-06,Dinner was fun! @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BcWFhnJAKqr/,,,,nl,SottoCasa Pizzeria 
136,Xteena,@xteenaashcraft·2017年12月6日,2017-12-05,First stop! New York Italian pizza. @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BcVqfTBgy79/,,,,it,SottoCasa Pizzeria 
137,Eat This NY,@EatThisNY·2017年12月4日,2017-12-04,"Had higher hopes for this place (@ Sottocasa Pizzeria - @sottocasanyc in Brooklyn, NY) https://swarmapp.com/c/fSxGZ7fJ1XX",,,,en,SottoCasa Pizzeria 
138,James Darren Hicks,@DarrenHicks·2017年12月3日,2017-12-03,Yummy..... Awesome.... @ Sottocasa Pizzeria - Harlem https://instagram.com/p/BcQVmtyHtjhHJ88jgqfvc6rE7ZtiF1rSCuYbSg0/…,,,,en,SottoCasa Pizzeria 
139,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年11月25日,2017-11-25,#artwork #Harlem #now #sottocasa #pizzeria #love #new #art #come #to #visit #us #newartist… https://instagram.com/p/Bb7c7ePFAQL/,,,1,und,SottoCasa Pizzeria 
140,GothamToGo,@afinelyne·2017年11月16日,2017-11-16,Sottocasa Pizzeria Harlem http://gothamtogo.com/portfolio/sottocasa-pizzeria-harlem/… via @AFineLyne,1,,1,it,SottoCasa Pizzeria 
141,charles cy huang,@cch·2017年11月16日,2017-11-16,In my #Brooklyn happy place. #pizza @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BbiZP5YjKsM/,1,,,en,SottoCasa Pizzeria 
142,Roberto Meléndez,@soypapabeto·2017年11月5日,2017-11-05,"Cena! (@ Sottocasa Pizzeria - @sottocasanyc in Brooklyn, NY) https://swarmapp.com/c/3BDlApP5AgD",,,,it,SottoCasa Pizzeria 
143,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年11月2日,2017-11-01,#happening #now #amazing #happy # @ Sottocasa Pizzeria - Harlem https://instagram.com/p/Ba-JnmUlVW8/,,,,it,SottoCasa Pizzeria 
144,Free Food,@FreedoodFood·2017年10月29日,2017-10-28,Bucket service ballers #harlem #sottocassa @ Sottocasa Pizzeria - Harlem https://instagram.com/p/BazzOgahdyt/,,,,it,SottoCasa Pizzeria 
145,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年10月11日,2017-10-10,#ready #private #event #all #pizzeria #exclusivo #sottocasa #Harlem #happylife #happy #people… https://instagram.com/p/BaFjbS6FgD_/,,,,und,SottoCasa Pizzeria 
146,Diego,@DiegoFCJ·2017年10月3日,2017-10-02,"I'm at Sottocasa Pizzeria - @sottocasanyc in Brooklyn, NY https://swarmapp.com/c/lD1CeMsV1hi",,,,en,SottoCasa Pizzeria 
147,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年9月16日,2017-09-16,#weekend #brunch #dinner #harlem #sottocasa #pizzeria #pizza #neapolitan #style #vegetarian… https://instagram.com/p/BZG-spTlfUa/,,,1,und,SottoCasa Pizzeria 
148,GothamToGo,@afinelyne·2017年9月2日,2017-09-02,Sottocasa Pizzeria in Harlem http://gothamtogo.com/portfolio/sottocasa-pizzeria-in-harlem/… via @AFineLyne,,,,it,SottoCasa Pizzeria 
149,Lily Maase,@lilymaase·2017年8月27日,2017-08-27,Dear #Brooklyn: still legit  @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BYTleafHG2c/,,,,sv,SottoCasa Pizzeria 
150,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年8月18日,2017-08-18,#itshappening #now #sottocasa #pizzeria #harlem #nice #vibe #music #live #trio #good #jazz… https://instagram.com/p/BX6i0CXlidw/,,,1,und,SottoCasa Pizzeria 
151,Ivan Gonzalo,@ivangon·2017年7月22日,2017-07-22,Time for some coffee @ Sottocasa Pizzeria - Harlem https://instagram.com/p/BW1LBmUlmrW3MmTmtxGd2c3mjhIWnqCdKB6bCc0/…,,,,en,SottoCasa Pizzeria 
152,NewYorkesi,@NewYorkesi_it·2017年7月11日,2017-07-10,Diavola senza glutine dagli amici di Sottocasa Pizzeria - Harlem! Io mi ci butto!!Buon appetito http://fb.me/8DjciUpjD,,,1,it,SottoCasa Pizzeria 
153,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年7月10日,2017-07-09,#tuesday #11ofjuly #next #sottocasa #pizzeria #harlem #live #music #start #7.30pm #italian… https://instagram.com/p/BWV96zyFxYg/,,1,2,und,SottoCasa Pizzeria 
154,ahmetbuğra,@96Ahmetbugra·2017年7月6日,2017-07-06,"I'm at Sottocasa Pizzeria - Harlem - @sottocasaharlem in New York, NY w/ @burakturpculu @derya_isler https://swarmapp.com/c/7O3Dxh3qEZH",,,1,en,SottoCasa Pizzeria 
155,DJ No Requests,@DjNoRequests1·2017年6月27日,2017-06-27,It really doesn't get any better than this in NYC @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BV20lcNn628/,,,,en,SottoCasa Pizzeria 
156,Doris Daif,@DDSethi·2017年6月25日,2017-06-25,"I'm at Sottocasa Pizzeria - @sottocasanyc in Brooklyn, NY https://swarmapp.com/c/9LAhwbmahw1",,,,en,SottoCasa Pizzeria 
157,komodokd,@komodokd·2017年6月24日,2017-06-24,I just checked in at Sottocasa Pizzeria with #mPLUSPlaces Download today!  http://bit.ly/gomplaces,,,,en,SottoCasa Pizzeria 
158,Tiziana Finzi,@TizyFizy·2017年6月3日,2017-06-03,"io tra un po' sola soletta vado nella pizzeria napoletana sottocasa (tifosi del Napoli sfegatati, ma amici) dove... http://fb.me/1nc6CiHdF",,,,it,SottoCasa Pizzeria 
159,Monica Jay NY,@MonicaJayNYC·2017年5月21日,2017-05-21,"I'm at Sottocasa Pizzeria - @sottocasanyc in Brooklyn, NY https://swarmapp.com/c/8cDL56qcG0a",,,,en,SottoCasa Pizzeria 
160,Matt Weinstein,@MattWeinstein10·2017年5月20日,2017-05-20,#dinner #sottocasa #glutenfree #pizza #yum @ Sottocasa Pizzeria - Harlem https://instagram.com/p/BUS8pQ2D-dK/,,,,it,SottoCasa Pizzeria 
161,NU Hotel Brooklyn,@nuhotel·2017年5月19日,2017-05-18,Come eat your way through our neighborhood… http://bit.ly/2rtJECO #eeeeeats #brooklyneats #sottocasapizzeria,,,,en,SottoCasa Pizzeria 
162,Thabata Schaefer,@SchaeferThabata·2017年5月15日,2017-05-15,Just posted a photo @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BUF7CKphT9P2JZJuqGEpoJPJv7fmbU5tE6mgJ00/…,,,,en,SottoCasa Pizzeria 
163,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年5月9日,2017-05-09,Just posted a photo @ Sottocasa Pizzeria - Harlem https://instagram.com/p/BT4w6UxDbcJ/,,,,en,SottoCasa Pizzeria 
164,antnyc,@antnyc·2017年4月29日,2017-04-29,Sottocasa Pizzeria- Boerum Hill on #Yelp: I love pizza. It's not hard to really. Of course it would be a bit diffic… https://yelp.com/biz/sottocasa-pizzeria-boerum-hill-brooklyn?hrid=CKdExfIe3x_ie8cqRi893w&pt=review&ref=twitter&utm_campaign=Review&utm_medium=twitter&utm_source=ishare&v=3…,,,,en,SottoCasa Pizzeria 
165,Rob S,@keane721·2017年4月10日,2017-04-10,"Sottocasa Pizzeria- Boerum Hill on #Yelp: Just awesome, can't say enough about this place.  Pizza was outstanding a… https://yelp.com/biz/sottocasa-pizzeria-boerum-hill-brooklyn?hrid=oBeV-qUjizwcJGVObhvJ2A&pt=review&ref=twitter&utm_campaign=Review&utm_medium=twitter&utm_source=ishare&v=3…",,,,en,SottoCasa Pizzeria 
166,Rob S,@keane721·2017年4月7日,2017-04-06,"I'm at Sottocasa Pizzeria - @sottocasanyc in Brooklyn, NY https://swarmapp.com/c/7tMgLbLQrmA",,,1,en,SottoCasa Pizzeria 
167,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年4月5日,2017-04-05,#spring #is #comingsoon #newdessert #at_sottocasa #pizzeria #harlem #vanilla #semifreddo #mix… https://instagram.com/p/BSgvlTtDZm-/,,,,und,SottoCasa Pizzeria 
168,Monique Martin,@intuitionnyc·2017年4月5日,2017-04-05,Hanging with #family #Cali #Love @ Sottocasa Pizzeria - Harlem https://instagram.com/p/BSfUY0xlmYl/,,,,en,SottoCasa Pizzeria 
169,Niche Eats,@Niche_Eats·2017年4月5日,2017-04-05,Omg the #pizza @sottocasaharlem was so light and delicious #coupleseating @ Sottocasa Pizzeria -… https://instagram.com/p/BSfBlD4ljpU/,1,,1,en,SottoCasa Pizzeria 
170,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年3月28日,2017-03-28,#time #to #go #lasvegas #are_you_ready_for #SOTTOCASA #pizzeria #harlem #? #our_contest_will_be… https://instagram.com/p/BSL_yQ5DzNn/,,,,und,SottoCasa Pizzeria 
171,Sean,@mybodystory·2017年3月26日,2017-03-26,I checked in at Sottocasa Pizzeria- Boerum Hill on #Yelp https://yelp.com/biz/sottocasa-pizzeria-boerum-hill-brooklyn?pt=check_in&ref=twitter&utm_campaign=CheckIn&utm_medium=twitter&utm_source=ishare&v=4b…,,,,en,SottoCasa Pizzeria 
172,Sean,@mybodystory·2017年3月26日,2017-03-26,"I'm at Sottocasa Pizzeria in Brooklyn, NY https://swarmapp.com/c/diToZBsNjtP",,,,en,SottoCasa Pizzeria 
173,Carlos David Serrano,@Carlitosway311·2017年3月25日,2017-03-25,Italian microbeer in Harlem. @ Sottocasa Pizzeria - Harlem https://instagram.com/p/BSFCUl9lxNc/,,,1,it,SottoCasa Pizzeria 
174,harlemparktopark,@harlempark2park·2017年3月22日,2017-03-22,"Join HP2P Member Sottocasa Pizzeria - Harlem for another amazing Opera night! Beautiful live music, VERY good... http://fb.me/6AYpvYVun",,,1,en,SottoCasa Pizzeria 
175,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年3月16日,2017-03-16,#herewego #another #beautiful #event #at #sottocasa #pizzeria #harlem #next #week #thursday #23… https://instagram.com/p/BRrzFKXDCl1/,,,,und,SottoCasa Pizzeria 
176,Vivian Chen,@vivianmchen·2017年3月12日,2017-03-11,"I'm at Sottocasa Pizzeria - Boerum Hill - @sottocasanyc in Brooklyn, NY https://swarmapp.com/c/6y9ZBnBv8uK",,1,1,en,SottoCasa Pizzeria 
177,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年3月9日,2017-03-09,Sottocasa Pizzeria means great #Pizzas!,,,1,it,SottoCasa Pizzeria 
178,Angeloid NHS4LYF,@glittergurl·2017年2月27日,2017-02-26,I checked in at Sottocasa Pizzeria- Boerum Hill on #Yelp https://yelp.co.uk/biz/sottocasa-pizzeria-boerum-hill-brooklyn?pt=check_in&ref=twitter&utm_campaign=CheckIn&utm_medium=twitter&utm_source=ishare&v=4b…,,,1,en,SottoCasa Pizzeria 
179,harlemparktopark,@harlempark2park·2017年2月21日,2017-02-21,"Sottocasa Pizzeria - HarlemA TRIP TO FRIULI ""ogni birra un luogo, un colore, un sapore.""Join us for a New... http://fb.me/14yCXsBRl",,,,it,SottoCasa Pizzeria 
180,Jorge b,@jorgebetny·2017年2月20日,2017-02-19,Comiendo una rica auténtica pizza italiana  (@ Sottocasa Pizzeria - Harlem - @sottocasaharlem) https://swarmapp.com/c/3nVeyrnYKg1,1,1,1,es,SottoCasa Pizzeria 
181,harlemparktopark,@harlempark2park·2017年2月17日,2017-02-17,Harlem Restaurant and Retail Week Bonus Offer:   10% off at Sottocasa Pizzeria - Harlem and 15% off at Sexy... http://fb.me/2YQdEx2Os,,,,en,SottoCasa Pizzeria 
182,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年2月1日,2017-02-01,#when #artist #love #something #and #she #is #thinking #about #you # #sottocasa #pizzeria… https://instagram.com/p/BP9CQ7bAhpo/,,1,,und,SottoCasa Pizzeria 
183,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年1月14日,2017-01-14,#weekend #time #brunch #special #pizza #harlem #italian #pizzeria #sottocasa #community #family… https://instagram.com/p/BPQUB_0gzaD/,,,,und,SottoCasa Pizzeria 
184,Terre Margaritelli,@TerreMargaritel·2017年1月13日,2017-01-13,Let's get an #italian #real #pizza tonight in #NY —  rilassato/a presso Sottocasa Pizzeria - Boerum Hill http://fb.me/5jgcnkj6r,,,,en,SottoCasa Pizzeria 
185,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年1月8日,2017-01-08,#pickup #? #help #ours #customer #service #bags #logo #sottocasa #pizzeria #italian # @… https://instagram.com/p/BPBRfyOg_x_/,,1,,und,SottoCasa Pizzeria 
186,Christian,@xtianbovine·2017年1月7日,2017-01-07,"I'm at Sottocasa Pizzeria - Boerum Hill - @sottocasanyc in Brooklyn, NY https://swarmapp.com/c/1S7mNl9OqiO",,,,en,SottoCasa Pizzeria 
187,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2017年1月2日,2017-01-02,#cheers #happynewyear #from #sottocasa #pizzeria #harlem #best #place #to #live #history #good… https://instagram.com/p/BOwBHxoA187/,,,,und,SottoCasa Pizzeria 
188,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2016年12月24日,2016-12-24,#now #from #us #Sottocasa #pizzeria #harlem #malcolmx #enjoylife #holiday #family #present #food… https://instagram.com/p/BOaCUO4g3Je/,,,,und,SottoCasa Pizzeria 
189,Travelz By Roxane,@TravelzByRoxane·2016年12月10日,2016-12-10,Friday night din din  (@ Sottocasa Pizzeria - Harlem) on #Yelp https://yelp.com/biz/sottocasa-pizzeria-harlem-new-york?pt=check_in&ref=twitter&utm_campaign=CheckIn&utm_medium=twitter&utm_source=ishare&v=4b…,,,,en,SottoCasa Pizzeria 
190,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2016年12月9日,2016-12-09,#concert #Christmas #harlem #sottocasa pizzeria #malcolmx #227 #pizza #even #holidays #mood… https://instagram.com/p/BNz3_lLgnus/,,,,sv,SottoCasa Pizzeria 
191,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2016年11月26日,2016-11-26,#weekend #brunch #harlem #sottocasa #pizzeria #special #pizza #arugula_pesto #provola #… https://instagram.com/p/BNSfuKPAxkH/,,,,und,SottoCasa Pizzeria 
192,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2016年11月23日,2016-11-22,#thanksgiving #nyc #sottocasa_pizzeria #harlem #thursday #close #dinner #pizza #italian #227… https://instagram.com/p/BNIbIabgWI9/,,,,und,SottoCasa Pizzeria 
193,nataliacavalli,@nataliacavalli·2016年11月3日,2016-11-03,"Ho ordinato a domicilio alla pizzeria sottocasa perché non son pigra. Ma questi sottocasa mi fregano, ho ordinato due ore fa.",3,3,8,it,SottoCasa Pizzeria 
194,Desy ,@DesyDesktopp·2016年10月29日,2016-10-29,comunque...se capiti per Harlem vai da Elena alla pizzeria SOTTOCASA. È mia cugina  (Nel remoto caso tu volessi cibo italiano),1,,,it,SottoCasa Pizzeria 
195,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2016年10月22日,2016-10-22,#Sottocasa #it_means #under_your_house #friendly_place #harlem #real_italian_pizzeria #lenoxav… https://instagram.com/p/BL2QForgmSA/,,,,und,SottoCasa Pizzeria 
196,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2016年10月12日,2016-10-11,#ghosts #are_coming # #to_Sottocasa_pizzeria #help_us # #Halloween_2016 #scarystuff… https://instagram.com/p/BLcH5ZBg6Ee/,,1,1,und,SottoCasa Pizzeria 
197,harlemparktopark,@harlempark2park·2016年10月9日,2016-10-09,Happy face ready to eat at Sottocasa Pizzeria - Harlem!,,,,en,SottoCasa Pizzeria 
198,Jason Anthony,@JasonBXNY0619·2016年10月3日,2016-10-03,"I'm at Sottocasa Pizzeria - Boerum Hill - @sottocasanyc in Brooklyn, NY https://swarmapp.com/c/d3cH3hM1AnC",,,,en,SottoCasa Pizzeria 
199,Angelo Robles,@A_Modesto·2016年10月2日,2016-10-01,Three weeks without  and pizza  and now this is about to happen @ Sottocasa Pizzeria - Harlem https://instagram.com/p/BLCgUaIAUNV/,,,,en,SottoCasa Pizzeria 
200,Derek Correia,@derekc·2016年9月24日,2016-09-24,Pizza game on point. @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BKv25vmgqmN/,,,,it,SottoCasa Pizzeria 
201,Mira Destiny,@Miracles__Peace·2016年9月23日,2016-09-23,"~Sottocasa Pizzeria in Brooklyn. It is the best pizza in New York. It's on 298 Atlantic Avenue."" *Clint smiled*",1,,,en,SottoCasa Pizzeria 
202,Adriana OR,@Aorpinela·2016年9月11日,2016-09-11,"I'm at Sottocasa Pizzeria - Williamsburg - @sottocasawburg in Brooklyn, NY https://swarmapp.com/c/45ebmVgB0ps",,,,en,SottoCasa Pizzeria 
203,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2016年9月5日,2016-09-05,#OPEN #harlem #227_lenox_av_121th_st #real_italian_pizzeria #sottocasa #pizza_speciale… https://instagram.com/p/BJ_DzRfgzfu/,,,,und,SottoCasa Pizzeria 
