,Name,User_name,Date,Content,Comments,Forward,Like,language,1,Restaurant
102,DaveW,@Dave2w2·2020年12月8日,2020-12-08,"When we went to Rio de Janeiro, we sat in the restaurant where this song was written! It was in Ipanema close to the beach! How do I know this, it was written on the menu and on the walls!",,,,en,,Ipanema Restaurant 
103,Fabio Bocco Vilaça,@fabiovilaca·2020年11月17日,2020-11-17,"In Brazil, Rio de Janeiro more precisely , Ipanema and Leblon  bars , restaurants and beaches completely crowded. There was a big Luau at Arpoador beach . Completely full of people. Looks like  as the Pandemia was over!",,,1,en,,Ipanema Restaurant 
104,and that’s on cream of mushroom soup,@draw_morris·2020年11月11日,2020-11-11,there's a brazilian restaurant in Adams Morgan called the Grill from Ipanema that I'm going to go to just on the name alone,,,,en,,Ipanema Restaurant 
105,John B Cowan #FBPE #BrexitHasFailed,@jobrocowan·2020年11月3日,2020-11-03,Brazilian Restaurant - The Grill from Ipanema,,,,en,,Ipanema Restaurant 
106,Apollo Creed,@Lewis_Ranieri·2020年10月17日,2020-10-17,"Que maravilha, Marcelo! Tem cara de Ipanema Restaurant!",,,2,pt,,Ipanema Restaurant 
107,Alessandra Perón,@alexpmarquez·2020年10月7日,2020-10-07,"Located in front of Ipanema Beach, Fasano Al Mare is one of those restaurants where everything is impeccable.https://fasano.com.br/gastronomia/fasano-al-mare…https://jespionne.com/modusoperandi/alessandraperon/#row2_row7…https://j11.moda/agent/alessandra-peron-marquez/…#jespionne #girlfromimpanema #modusoperandi #food #riodejaneiro #brazil #dining #fasanoalmare",1,1,5,en,,Ipanema Restaurant 
108,telmo IV,@tivandro·2020年9月14日,2020-09-14,two things: beyoncé is ridiculous & ipanema is the best restaurant in town,2,4,17,en,,Ipanema Restaurant 
109,Ipanema Adriano,@ipanema_adriano·2020年8月3日,2020-08-03,Rapper: Interview im deutschen Restaurant „Zum Schwein“?Rooz: Wann?,,,8,de,,Ipanema Restaurant 
110,Energea Global,@energeaglobal·2020年8月3日,2020-08-03,"Energea's solar site in Itaguai, Brazil will host three separate projects; one to power a health food chain, one to power a home goods retailer and one to power the hotels and the restaurants on Ipanema beach @ Itaguaí https://instagram.com/p/CDbe_bKHzcx/?igshid=qpt6dja0pwm…",,,,en,,Ipanema Restaurant 
111,Baron Ian of Gwaen #FBPE,@juiceianturner·2020年7月24日,2020-07-24,I have had lunch in the restaurant where The Girl from Ipanema was allegedly written. Rio is very very special.,,,1,en,,Ipanema Restaurant 
112,Dennis G Jones,@dennisgjones·2020年7月8日,2020-07-08,"Oh, it was truly a painful afternoon in Rio, with a massive thunderstorm coming towards Ipanema, as we watched on TV and the goals rained in and water flooded our restaurant. The rain probably stopped rioting that night. :( @thereselmm @ellojones",,,3,en,,Ipanema Restaurant 
113,Danielle,@daniribss·2020年7月1日,2020-07-01,"O cara ligou aqui no restaurante e eu atendi com: “Restaurant Ipanema, bom dia!?” Ele mandou um: “bom dia, do you guys speak portuguese?” Mano, eu antendi em português, meu anjo!",,,2,pt,,Ipanema Restaurant 
114,AllRestaurants Website & Magazine,@allrestaurants0·2020年6月30日,2020-06-30,"IPANEMA RESTAURANT (ORIENTAL)⠀⠀Address: Restaurante Ipanema Rodízio, Av. Jorge Barbosa , Praia, CAPE VERDE⠀⠀https://allrestaurants.eu/en/restaurant/oriental/cape-verde/praia/ipanema…⠀#allrestaurant #breakfast #food #restaurant #drinks #cuisine #lunch #foodphotography #dinner #delisious #photography #Praia, #CAPEVERDE⠀",,,,pt,,Ipanema Restaurant 
115,"Nicole Silva, MD",@NicoleAASilva·2020年6月28日,2020-06-28,Great question !! Going to the Ironbound helps ! To brazilian restaurants ! Helping out with Ironbound Initiative translation initiatives at NJMS can help too ! Oh and Netflix - girl from Ipanema is a great brazilian show on there !,,,,en,,Ipanema Restaurant 
116,RM,@irosamaria·2020年6月27日,2020-06-27,Ok hace 1 año unos amigos decidieron caminar por Ipanema y vieron A MARCELO JUGANDO FÚTBOL EN LA PLAYA. Donde estaba yo? Me fui a comer a un restaurant y encima la comida estaba fatal.,,,,es,,Ipanema Restaurant 
117,jess,@curlderon·2020年6月19日,2020-06-19,Restaurant Rebirth in NOLA &Ipanema in the city,,,,en,,Ipanema Restaurant 
118,аму OLHA O FIX ANTES DE DAR BLOCK/UNF,@jjongbutt·2020年6月5日,2020-06-05,"hi san  please go to ""ipanema grill"", it's a brazilian restaurant in Sinchon, the food is VERY good and the place is amazing, i'm sure you will love it",,,2,en,,Ipanema Restaurant 
119,jessie,@jessiesriotgrrl·2020年5月31日,2020-05-31,ipanema is my favorite restaurant in rva and i had no idea it was black owned!,,,,en,,Ipanema Restaurant 
120,Rick Wesley,@RickWesleymusic·2020年2月19日,2020-02-19,"Rick enjoys ""Lasagna"" at ""Ipanema Restaurant"" on ""MSC Seaside"" #rickwesley #singer #songwriter #givemethenight #USA #Florida #Miami #Cruise #MSCSeaside #CaribbeanIslands #SquidFry #Meatballs #Lasagna #MeatCookedonaSpit #Tiramsu #LemonDelight #SparklingWine #richkids #Armani",,,,en,,Ipanema Restaurant 
121,Rick Wesley,@RickWesleymusic·2020年2月19日,2020-02-19,"Rick having dinner at ""Ipanema Restaurant"" on ""MSC Seaside"". #rickwesley #singer #songwriter #givemethenight #USA #Florida #Miami #Cruise #MSCSeaside #CaribbeanIslands #SquidFry #Meatballs #Lasagna #MeatCookedonaSpit #Tiramsu #LemonDelight #SparklingWine #richkids #Armani",,,,en,,Ipanema Restaurant 
122,Linda Descano,@lindadescano·2020年2月15日,2020-02-15,Pre-theater indulgence:  #capirinha #saturdayvibes @ Ipanema Restaurant https://instagram.com/p/B8mKV5xjOKc/?igshid=zxni9quvonqo…,,,,en,,Ipanema Restaurant 
123,Jens Andersen,@andjens·2020年2月12日,2020-02-12,"One of the great dishes in a amazing restaurant, Gurumê, we tried in Ipanema today. Scallops with something good on, dont remember, but tasted amazing. What a great restaurant, and Nice to try something Else than the daily Churrasco",,,,en,,Ipanema Restaurant 
124,のぞむ,@ship_nozo·2020年2月11日,2020-02-11,"I'm at Ipanema Restaurant in New York, NY",,,,en,,Ipanema Restaurant 
125,Rick Wesley,@RickWesleymusic·2020年2月11日,2020-02-11,"Rick enjoys ""Piedmont Dumplings"" at ""Ipanema Restaurant"" on ""MSC Seaside"". #rickwesley #singer #songwriter #givemethenight #USA #Florida #Miami #Cruise #MSCSeaside #CaribbeanIslands #dinner #PiedmonteseDumplings #SparklingWine #SaintLouisBlancdeBlancs #richkids #Armani",,,,en,,Ipanema Restaurant 
126,Rick Wesley,@RickWesleymusic·2020年2月11日,2020-02-11,"Rick having dinner at ""Ipanema Restaurant"" on ""MSC Seaside"". #rickwesley #singer #songwriter #givemethenight #USA #Florida #Miami #Cruise #MSCSeaside #CaribbeanIslands #RawHamandKiwiFlower #PiedmonteseDumplings #Souvlaki #TowerofApples #SparklingWine #richkids #Armani",,,,en,,Ipanema Restaurant 
127,Ipanema Adriano,@ipanema_adriano·2020年1月28日,2020-01-28,Ali Bumayes Reaktion als er folgende Whatsapp Nachricht bekommt:Frage: Was bekommt Arafat wenn er in ein chinesisches Restaurant geht?Antwort: Den Jacky-Virus,1,1,35,de,,Ipanema Restaurant 
128,Rick Wesley,@RickWesleymusic·2019年12月27日,2019-12-27,"Rick enjoys ""Risotto with Porcini Mushrooms"" at ""Ipanema Restaurant"" on ""MSC Seaside"". #rickwesley #singer #songwriter #givemethenight #Summer2k19 #USA #Florida #Miami #MiamiBeach #Cruise #CruiseShip #MSCSeaside #CaribbeanIslands #dinner #IpanemaRestaurant #SparklingWine",,,,en,,Ipanema Restaurant 
129,Rick Wesley,@RickWesleymusic·2019年12月27日,2019-12-27,"Rick having dinner at ""Ipanema Restaurant"" on ""MSC Seaside"". #rickwesley #singer #songwriter #givemethenight #Summer2k19 #USA #Florida #Miami #MiamiBeach #Cruise #CruiseShip #MSCSeaside #CaribbeanIslands #dinner #IpanemaRestaurant #TerrinedeCampagneauChablis #SparklingWine",,,,en,,Ipanema Restaurant 
130,Joe Po,@joepotian·2019年12月22日,2019-12-22,Clean and crisp - Drinking a Stella Artois by @StellaArtois @ Ipanema Restaurant  —,,,,en,,Ipanema Restaurant 
131,TheCyberSurfer1972 ,@CyberSurfer1972·2019年12月21日,2019-12-21,13th Anniversary Lunch at one of our favorite restaurants in Seattle @ The Grill From Ipanema https://instagram.com/p/B6WVDeCJc27/?igshid=bzr84zhg8y7t…,,,,en,,Ipanema Restaurant 
132,Crosspatch,@xx007·2019年12月19日,2019-12-19,Had 3x business trips to Rio ~15 yrs ago. Great city to visit. Ipanema and Copacabana. Sugarloaf. The people. Real Brazilian steakhouses (tip: don’t eat anything green that’s not cooked). Touristy thing: eat at restaurants that let you keep colorful plates when you finish meal.,,,1,en,,Ipanema Restaurant 
133,Lena Almeida,@Listen2Lena·2019年12月18日,2019-12-18,"Carnivores rejoice! Surrounded by the lazy pool, with an incomparable ocean view, Ipanema is an outdoor Brazilian style restaurant which allows guests to enjoy the breeze and tropical weather while feasting on a vast selection of meats and poultry. #DreamOfHardRockPuntaCana",53,45,83,en,,Ipanema Restaurant 
134,∞/21M ₿ ,@DMN737·2019年12月15日,2019-12-15,"I was there a few weeks ago. Great place. I recommend restaurant Zuka in Leblon. Right next to Ipanema.ZukaRua Dias Ferreira, 233B - Leblon, Rio de Janeiro - RJ, 22431-050, Brazil+55 21 3205-7154",1,,1,en,,Ipanema Restaurant 
135,MarriottMarquisDoha,@MMarquisDoha·2019年12月13日,2019-12-13,Start your festive celebration the Brazilian way at our thrilling Ipanema restaurant.  Live performances by resident band BrazuQa will help to set the perfect festive mood ahead of your family celebrations.December 24 | 7.30 pm – 12.30 am 4419 5000,,,2,en,,Ipanema Restaurant 
136,Contestant_One,@Contestant_One·2019年12月6日,2019-12-06,Octopus and churrasco mix @ Ipanema Restaurant https://instagram.com/p/B5triU3pU5e/?igshid=65u8w0onkykj…,,,,en,,Ipanema Restaurant 
137,Vinod Sreeharsha,@VinodSreeharsha·2019年11月27日,2019-11-27,"Brazil's economic recovery is still tepid & Rio's finances are dire, yet somehow Canastra Bar & its offspring have been immune to that. Over past three years, the original has more than 3x size. Then opened in Leme, Leblon, Botafogo, + restaurant in Ipanema. & this week, #6 opens",1,,1,en,,Ipanema Restaurant 
138,⌬ Moon Moon ⌬,@PhobosDeimos·2019年11月25日,2019-11-24,"There's a really good Brazilian restaurant that I can vouch is authentic (and not the chain garbage). Grill From Ipanema. Read up on their menu, like any other Latin American cuisine, there is some old world influence in some dishes, but not all.",1,,1,en,,Ipanema Restaurant 
139,Rick Wesley,@RickWesleymusic·2019年11月21日,2019-11-21,"Rick tastes ""Gnocchi with Gorgonzola and Nuts"" at ""Ipanema Restaurant"" on ""MSC Seaside"". #rickwesley #singer #songwriter #givemethenight #summerholidays #Summer2k19 #USA #Florida #Miami #MiamiBeach #Cruise #CruiseShip #MSCSeaside #CaribbeanIslands #dinner #Armani",,,,en,,Ipanema Restaurant 
140,Rick Wesley,@RickWesleymusic·2019年11月21日,2019-11-21,"Rick having dinner at ""Ipanema Restaurant"" on ""MSC Seaside"". #rickwesley #singer #songwriter #givemethenight #summerholidays #Summer2k19 #USA #Florida #Miami #MiamiBeach #Cruise #CruiseShip #MSCSeaside #CaribbeanIslands #dinner #IpanemaRestaurant #wonderfullife #Armani",,,,en,,Ipanema Restaurant 
141,Jupiter Lighthouse Real Estate,@magnificientin1·2019年10月23日,2019-10-22,Looking for a new favorite restaurant? Consider Ipanema Restaurant! Has anyone already been there?Ivana Hristodorov Realtor MBA CIPS https://yelp.com/biz/ipanema-restaurant-new-york?adjust_creative=oL3IFSLKuAvBuqJLVWV6Dw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oL3IFSLKuAvBuqJLVWV6Dw…,,,,en,,Ipanema Restaurant 
142,Alex,@AlexWpgCa·2019年10月22日,2019-10-22,Estas en Ipanema o Leblon no?. Lindos bares como en Gavea o Barra... restaurants frente a la lagoa. quantas saudades!!,1,,1,es,,Ipanema Restaurant 
143,"Curtis Harris, Jr.",@curtman404·2019年10月13日,2019-10-13,Last meal before heading back home — at Ipanema Restaurant https://facebook.com/1011246/posts/10102168116997961/…,,,,en,,Ipanema Restaurant 
144,Jed Fermo,@jedfermo·2019年10月2日,2019-10-02,The Bitoque was amazing! Definitely having this again on my next visit!  @ Ipanema Restaurant https://instagram.com/p/B3H9mOSJJMe/?igshid=1hb0fen7tt9t9…,,,,en,,Ipanema Restaurant 
145,Karina ,@Karina92316164·2019年9月19日,2019-09-18,"Ipanema es más cerca, tiene buenos medios de transporte, la playa cerca y podes salir a caminar a la noche, hay bares, restaurants, negocios y Leblon muy cerquita.",,,1,es,,Ipanema Restaurant 
146,Chris from Consumer Services ,@Tallin32·2019年9月10日,2019-09-10,"Now that song will be stuck in my head for days. (@ Ipanema Restaurant in New York, NY)",,,,en,,Ipanema Restaurant 
147,QATAR.fr ,@qatar_fr·2019年9月7日,2019-09-07,Restaurant Manager - Ipanema - Doha - https://qatar.fr/actualite/restaurant-manager-ipanema-doha.htm… #Qatar,,,,et,,Ipanema Restaurant 
148,GCC Jobs,@dubaijobsdotae·2019年9月7日,2019-09-07,"Restaurant Manager Ipanema - September 7, 201...",,,,fr,,Ipanema Restaurant 
149,Jeffry Beltre E.,@Mr_Jeffry·2019年9月6日,2019-09-06,I'm at Ipanema Restaurant in Bavaro https://swarmapp.com/c/h19TTL8eeB2,,,,ca,,Ipanema Restaurant 
150,बैन डौन्नल्ली,@saxbend·2019年9月4日,2019-09-03,Girl From Ipanema#sax #altosax #altosaxophone #saxophone #saxophonist #saxplayer #saxophoneplayer #restaurant #jazz #latin #music #livemusic #italian #londonlife #musiclife #musician #musicianlife #leather… https://instagram.com/p/B191sBEH77P/?igshid=1x6xo9jd1emxg…,,,,en,,Ipanema Restaurant 
151,Jared Atkinson,@jaredcatkinson·2019年8月30日,2019-08-30,Ipanema (Brazilian Restaurant)New Wonjo (Korean BBQ)Pio Rico (Peruvian),1,,1,en,,Ipanema Restaurant 
152,MarriottMarquisDoha,@MMarquisDoha·2019年8月26日,2019-08-26,Experience with 12 sizzling meat cuts at Ipanema Brazilian restaurant. Enjoy with the finest Brazilian sips.Samba music played by BrazuQa.Friday | 12.30pm - 5.00pm4419 5000#YourMarriottMarquis #MarriottMarquis #MarquisMoments,,,,en,,Ipanema Restaurant 
153,Marci Sandler,@MarciPhoto·2019年8月21日,2019-08-21,Best ethnic or unusual restaurant in Ocala? (Other than Ipanema).,,,,ca,,Ipanema Restaurant 
154,Glenn Harbeck,@gch888·2019年8月21日,2019-08-21,RIO ...Ipanema Beach so beautiful and lovely area.  Great restaurants ...,,,,en,,Ipanema Restaurant 
155,Glenn Harbeck,@gch888·2019年8月3日,2019-08-03,Nice but Ipanema Beach Brazil much nicer beautiful shopping restaurants nearby....,,,,en,,Ipanema Restaurant 
156,MarriottMarquisDoha,@MMarquisDoha·2019年7月29日,2019-07-29,"Enjoy 12 cuts at Ipanema Brazilian restaurant including top sirloin, fillet, lamb and chicken, the finest of our flavour and along with a live Latino band.4419 5000#YourMarriottMarquis #MarriottMarquis #MarquisMoments",,,,en,,Ipanema Restaurant 
157,Olinda,@OlindaUrrutia·2019年7月8日,2019-07-08,"@ximenadelam @szurita @disparamargot ¡Hola! Conocí a Heloísa Pinheiro quien  es la musa del bossa nova, la garota de Ipanema. Acerca de tu duda Claudia, ella no se casó con ninguno de ellos pero hasta la fecha vive a dos cuadras del restaurant donde nació la canción. ¡Saludos!",,,,es,,Ipanema Restaurant 
158,Elina,@mefuiamadrid·2019年7月8日,2019-07-08,"Barra ! Complejo Barravelha, súper Zona sul debajo, restaurant por kilo dentro del complejo, completo. Frente a la playa . Tranquilo. Y te vas a recorrer en Uber o el bus qué pasa por la avenida . Ipanema hermoso, sus calles con orquídeas colgando de los árboles!",1,,1,es,,Ipanema Restaurant 
159,Karina ,@Karina92316164·2019年7月8日,2019-07-07,"Mis fundamentos. Ipanema es más tranquilo que Copacabana, hay negocios, restaurants para cenar, la playa es muy linda y el sol se oculta en el mar y podes pasar más tiempo en la playa (al menos en noviembre). El mejor atardecer en Río. Hay metro y buses.",,,1,es,,Ipanema Restaurant 
160,Emma Lewis,@Petchary·2019年7月7日,2019-07-07,"Oh noooooo... That song, and his music, meant so much to me. I have eaten in the restaurant in Ipanema where he  (allegedly) wrote the song on a paper napkin!",2,,4,en,,Ipanema Restaurant 
161,Patrick Chêne,@patrickchene·2019年7月7日,2019-07-07,"Cher PhilippeTroublant...Je dinais seul mardi soir au restaurant ""a garota di ipanema"". Comme un pélerinage avant l heure...",,,2,fr,,Ipanema Restaurant 
162,James Boyer,@nuJB·2019年6月30日,2019-06-30,"Father/ daughter trip to #riodejaneiro with @sophboyer . #copacabanabeach at dawn, #helicopter tour midday, #sugarloafmountain at sunset, and the amazing Carretão restaurant in Ipanema where the meat comes on never… https://instagram.com/p/BzV524jCSx3/?igshid=1jyyd8zrfskx4…",,,,en,,Ipanema Restaurant 
163,La Chap ye wine ,@LaChapYeWine·2019年6月29日,2019-06-29,"Went to the cathedrals, saw the city and national soccer stadiums, went on the tour bus and train, went to Christ the Redeemer, Ipanema and surfing at Copacabana beach, dancing at the bars, did lotsa shopping and eating at the restaurants. But  mostly i was drinking",,,1,en,,Ipanema Restaurant 
164,Cornersof1world,@cornersof1world·2019年6月28日,2019-06-28,Dinner at Ipanema Brazilian Restaurant @ marriottmarquisdoha ....#cornersof1world #desserts #steak #braziliancuisine #internationalcuisine #qatarblogger #qatarfoodies #dohabloggers #dohafoodies #foodbloggerqtr… https://instagram.com/p/BzNKXkXlBnr/?igshid=vhpu3te1fett…,,,,ca,,Ipanema Restaurant 
165,Cornersof1world,@cornersof1world·2019年6月26日,2019-06-26,"It's the first time I tried a Brazilian cuisine and am super satisfied with the food they served and the great hospitality . ...Book your table for brunch at Ipanema, the award winning Brazilian Restaurant with a… https://instagram.com/p/BzKPt-rlJWS/?igshid=9vdx2jf03jvg…",,,,en,,Ipanema Restaurant 
166,MarriottMarquisDoha,@MMarquisDoha·2019年6月20日,2019-06-20,Congratulations to our winners! Highly recommendedBest Italian: CucinaBest Latin American: IpanemaBest Pub Food: Champions Sports Bar By Time Out Doha Restaurant Awards#YourMarriottMarquis #MarriottMarquis #MarquisMoments,,,2,en,,Ipanema Restaurant 
167,Qatar Living,@qatarliving·2019年6月19日,2019-06-19,"After a month-long renovation, Ipanema, the award-winning Brazilian restaurant at Marriott Marquis City Center Doha, has reopened to take diners on an enhanced culinary journey!#Qatar #Brazilian #Food #Ipanema #Renovated #Openagain #QatarLivinghttps://qatarliving.com/forum/dining/posts/revamped-ipanema-restaurant-opens-again-offer-most-authentic-brazilian-flavors…",,1,3,en,,Ipanema Restaurant 
168,NFL save me!!,@GDavisSF·2019年6月18日,2019-06-18,Buzios if you have time.   Corcovado is a must!   Ipanema beach and try all they great food and drinks.  Caipirinha is the lime and rum drink of choice.   Have one for me please!   Look for a restaurant that specializes in food from the Bahia region!!!,,,,en,,Ipanema Restaurant 
169,PEFMC,@pefmc·2019年6月17日,2019-06-17,"The 2019-20 Coupons for Ed book will be available in Aug & we can’t wait! Thanks to these merchants for their participation this year #Coupons4Education Sonny's BBQ, Latinos y Mas Restaurant, Craft Cuisine Ocala, and Ipanema Brazilian Steakhouse!",,4,5,en,,Ipanema Restaurant 
170,Travel Designer WLL,@TraveDesigner·2019年6月17日,2019-06-17,Brazilian restaurant Ipanema reopens#TravelDestinations #TravelPartner #TravelDesigner #Qatar #DestinationManagementCompanyvisit Us -www.Traveldesigner.com.qaRead More -https://bit.ly/2Zy5lBZ,,,,en,,Ipanema Restaurant 
171,MarhabaQatar,@MarhabaQatar·2019年6月13日,2019-06-13,"#Ipanema, the award-winning #Brazilian restaurant reopens after an extensive renovation. Guests can enjoy extensive cuts of meat served by professional gauchos.Daily from 6:30 pm – 11:30 pmQAR265 per person +974 4419 5000 @MMarquisDoha",,,1,en,,Ipanema Restaurant 
172,bitharvest ,@bitharvest·2019年6月9日,2019-06-08,Sadly they have devalued the property. They haven’t put money into the rooms in at least 2007 (when they had to close part of the Ipanema Tower after not obtaining permits for the remodel). Plus they let so many restaurants close & replaced them with those creepy face cream guys,,,1,en,,Ipanema Restaurant 
173,Alex Lynford,@awlynford·2019年6月9日,2019-06-08,"Diner (@ Ipanema Restaurant in New York, NY) https://swarmapp.com/c/4o5sqkijHkC",,,,en,,Ipanema Restaurant 
174,Ipanema Cafe,@IpanemaVeg·2019年6月6日,2019-06-06,We’re looking for a few evening line cooks. Send your info to murden@gmail.com or drop off at the restaurant. @ Ipanema Cafe https://instagram.com/p/ByXde2oFlVY/?igshid=1qsca0ryndu4v…,,3,1,en,,Ipanema Restaurant 
175,Topher Price,@goesbytopher·2019年6月3日,2019-06-03,Is Ray’s the Steaks or The Grill from Ipanema a better punny restaurant name?,,,,en,,Ipanema Restaurant 
176,Bufort,@quackenfish·2019年6月2日,2019-06-02,The accordion player at this Italian restaurant doesn’t know the Girl from Ipanema. No tip for him.,1,,1,en,,Ipanema Restaurant 
177,Gabriel Ramirez,@gabe_ramirez·2019年5月25日,2019-05-24,Man. Brazilian steak house does not disappoint! #brazil #manhattan #meathiccups @ Ipanema Restaurant https://instagram.com/p/Bx3JI9unw1Z/?igshid=5bdhnixfi0l3…,,,,en,,Ipanema Restaurant 
178,Ipanema Adriano,@ipanema_adriano·2019年5月24日,2019-05-24,„Dieses Drei Sterne Restaurant wo man zwei Monate im Voraus reservieren muss und jedes Gericht bei 40€ aufwärts kostet.“,1,,8,de,,Ipanema Restaurant 
179,Apeles ,@joseapeles·2019年5月22日,2019-05-22,Jo havia menjat alguna vegada als restaurants “a quilo” a Ipanema i eren ben bons. A Terrassa suposo que no és el mateix jaja,,,,ca,,Ipanema Restaurant 
180,Fabiola dArt,@FabioladArt·2019年5月20日,2019-05-20,New York’s Ipanema Restaurant Was Designed By DiGuiseppe Design Studio http://dlvr.it/R54C2Z,,,,en,,Ipanema Restaurant 
181,Ipanema Cafe,@IpanemaVeg·2019年5月17日,2019-05-16,Line cook wanted for Ipanema Cafe. 4 or 5 shifts. Pay based on experience. Please send your resume to info@ipanemaveg.com or drop off at the restaurant. @ Ipanema Cafe https://instagram.com/p/Bxim1jZlg1p/?igshid=1o0g9j25hskxt…,,1,,en,,Ipanema Restaurant 
182,Ipanema Cafe,@IpanemaVeg·2019年5月9日,2019-05-08,We’re looking for a LINE COOK and a DISHWASHER. Interested? Leave your info at the restaurant or contact  us at info@ipanemaveg.com @ Ipanema Cafe https://instagram.com/p/BxODfntFAk5/?utm_source=ig_twitter_share&igshid=11bcwzx0grcth…,,1,,en,,Ipanema Restaurant 
183,Ipanema Steak House,@IpanemaSteak·2019年5月6日,2019-05-06,“A teacher affects eternity; he can never tell where his influence stops.” – Henry Adams. Teachers we invite you to join Ipanema Brazilian Steakhouse and Latinos y Mas Restaurant for Teacher's Appreciation... https://facebook.com/IpanemaSteakhouse/posts/1320887748065347…,,,,en,,Ipanema Restaurant 
184,Latinos y Mas,@LatinosYMas·2019年5月6日,2019-05-06,“A teacher affects eternity; he can never tell where his influence stops.” – Henry Adams. Teachers we invite you to join Latinos y Mas Restaurant and Ipanema Brazilian Steakhouse for Teacher's Appreciation week.... https://facebook.com/LatinosyMas/posts/2302641876441233…,,,,en,,Ipanema Restaurant 
185,Beth. ,@Cbr250honda·2019年4月27日,2019-04-27,"The Girl from Ipanema takes me to a balcony of a first floor apartment above a Lebanese restaurant, Rue des Filatiers, Toulouse. 1993. A group of buskers played there everyday. It was fab!",,,3,en,,Ipanema Restaurant 
186,jilly,@MULBRRYSTREET·2019年4月22日,2019-04-22,"@surfaces_music @colisurf @forresure i'm at an italian restaurant and i heard a song that sounded like ""24/7/365"". was that song inspired by ""the girl from ipanema"" by frank sinatra? :)",,,,en,,Ipanema Restaurant 
187,Ipanema Adriano,@ipanema_adriano·2019年4月17日,2019-04-17,"Rare picture of arabian mafia boss interrogated in his own restaurant by undercover investigator. (Berlin, 1964)",1,6,63,en,,Ipanema Restaurant 
188,nosoyflorcita,@florrr_C·2019年4月13日,2019-04-13,"No dudes ipanema. Mas seguro y lindo q copacabana. recomiendo Posto 9 de  playa y ahi cualquier airbnb es genial, tenes super, restaurants y playas todo a menos de dos cuadras.",,,,es,,Ipanema Restaurant 
189,Brock Jimmy GGs Jr Purdy (Coffee . . . Corey),@coffee_corey·2019年4月1日,2019-04-01,"Quick recap - Rio de Janeiro is one of the most gorgeous cities I have ever seen. We stayed on the south beach called Ipanema (not Copacabana), and that beach is surrounded by beautiful shops, high class restaurants and…the sun.",,,,en,,Ipanema Restaurant 
190,Mereie de Jong,@Mereie·2019年3月31日,2019-03-31,"Een intrigerend pand met een mengeling van oude en moderne kunst. Restaurant Ipanema kan echter de drukte niet gemakkelijk aan. Toen ik er was, moest ik alleen al meer dan 20 minuten wachten tot de bestelling werd... https://facebook.com/1569924085/posts/10213692607460685/…",,,,nl,,Ipanema Restaurant 
191,★彡,@brownbruno22·2019年3月20日,2019-03-20,"I can give u some tips. The beachs are a must visit (Copacabana and Ipanema). If u like football u can visit the most famous stadium in the world Maracanã(tied with wembley) and Nilton Santos stadium. Restaurants is where it gets really sick: Rio brasa, bagatelli and many others",,,1,en,,Ipanema Restaurant 
192,Coolairaustralia,@coolairaustrali·2019年3月15日,2019-03-15,Super fast heating patio seating outdoor installation at IPANEMA cafe:HOTELS - RESTAURANTS - CAFES HEATING OUTDOORS: SMART RADIANT HEATERS μοντελο για εντελως ανοικτούς εξωτερικους χωρους!!!Providing 5... https://facebook.com/coolairaustralia/videos/2009584819335134/…,,,1,und,,Ipanema Restaurant 
193,Mike Hunsucker,@Hunsuckerr·2019年3月9日,2019-03-09,Hit up galitos in ipanema for lunch. I rarely recommend chicken in any restaurant. The 1/2 chicken is a must try. https://galitos.com.br,1,,1,en,,Ipanema Restaurant 
194,Make “Dog Martens” a thing,@bitchiestwitchy·2019年3月6日,2019-03-06,Why is this restaurant playing a “girl from ipanema” style cover of Joy Division. Why.,,,,en,,Ipanema Restaurant 
195,Bill Beggs,@WVCCBirdman·2019年3月4日,2019-03-04,Had a great dinner this weekend at @Ipanema restaurant,1,,2,en,,Ipanema Restaurant 
196,Ali Grotkowski,@AliKira·2019年3月3日,2019-03-03,Dinner (@ Ipanema Restaurant) on #Yelp https://yelp.ca/biz/ipanema-restaurant-new-york?pt=check_in&ref=twitter&utm_campaign=CheckIn&utm_medium=twitter&utm_source=ashare&v=4b…,,,,et,,Ipanema Restaurant 
197,Anderson Gustavo,@andersontpj1·2019年3月3日,2019-03-03,"Amoço com a família! em Ipanema Restaurant, Punta Cana, DR https://instagram.com/p/BujsG5ngrlv/?utm_source=ig_twitter_share&igshid=ibf0eclgf6du…",,,,pt,,Ipanema Restaurant 
198,myCruiseView,@myCruiseView·2019年2月26日,2019-02-26,"Today I have a tour of the MSC Seaside's dining venues. On decks 5 and 6 you'll find the two main dining rooms, the Seashore Restaurant and Ipanema Restaurant. Higher up you'll... https://youtube.com/watch?v=mLWVeyuy1Os&t=0s&list=PLtA0CtdOmopVopjVYyguoMZJGYLKrYGsx&index=2…",,,,en,,Ipanema Restaurant 
199,DatingWithPassports,@DWPassports·2019年2月20日,2019-02-20,"Brazilian steakhouse - five stars!!! Can’t believe this is our last night! — at Ipanema Restaurant, Punta Cana, DR https://facebook.com/35602046/posts/10100523421795677/…",,,,en,,Ipanema Restaurant 
200,DatingWithPassports,@DWPassports·2019年2月17日,2019-02-17,Right across from our room is the Caribbean restaurant called Ipanema. Breakfast is served buffet and they also have two stations to order omelette and waffles/pancakes. I enjoyed the variety of local fruits -... https://facebook.com/35602046/posts/10100522614298907/…,,,,en,,Ipanema Restaurant 
