,Name,User_name,Date,Content,Comments,Forward,Like,language,1,Restaurant
232,mattp_59,@mattp_59·2022年5月4日,2022-05-04,@La_boucherie_DJ  pr la puissance de la musique et ça bonne humeur ! Tj un plaisir de le suivre même une petite heure :),,,1,fr,,Petite Boucherie
233,Sarthe Infos,@SartheInfos·2022年5月4日,2022-05-04,La petite commune de Chahaignes (Sarthe) avait perdu en quelques mois sa boulangerie et sa boucherie. Des repreneurs viennent de relancer ses deux commerces ! https://actu.fr/pays-de-la-loire/chahaignes_72052/chahaignes-le-centre-bourg-retrouve-ses-commerces_50705169.html…,,,3,fr,,Petite Boucherie
234,Malthuso-Benthamien,@PPrugnaud·2022年5月3日,2022-05-03,"Encore une fois, les sondages qui ne se sont pas tellement trompés cette élection mettaient Mélenchon bien + battu q MLP. La seule qui avait une petite chance était MLP. Les autres c'était une boucherie.",2,,,fr,,Petite Boucherie
235,Stéphanie Deceneux (aka Jeanne Aimar Dékon),@BretonSteph35·2022年5月2日,2022-05-02,"merci, mais avec @emma_ducros j'en ai une petite idée! pour le reste, je sais que je dois faire avec mon aah, et pour moi acheter une boîte de pâté hénaff (marque qui fait bosser des éleveurs bretons!) est plus faisable que d'aller acheter une viande en boucherie.",1,1,2,fr,,Petite Boucherie
236,mariepierre,@lololada·2022年5月2日,2022-05-02,"Gangrené partout en France, Kebab, et aussi boucherie Halal !!   Et il y a des cons de français qui ne voient rien venir ! La petite ville près de chez moi 11 000 hab, ouverture boucherie Halal !! ( Nièvre)  AU SECOURS !!",3,20,28,fr,,Petite Boucherie
237,Tennis Legend,@TennisLegende·2022年5月2日,2022-05-02,"Tennis Legend vs Le Magicien @fabsantoro72  dans le quatrième de ""J'irai jouer avec..."" Attention, ça tourne à la boucherie. Et petite leçon de rétro pour finir.",,,10,fr,,Petite Boucherie
238,Ultime Atome,@sylvainmahe22·2022年5月1日,2022-05-01,PETITE OU GRANDE #RUSSIE IL FAUT METTRE LE FEU A CETTE BOUCHERIE! FEU.... (CONTRE FEU) teck nique de sapeur  !!  allumage#Ukraine #1erMai #1ermai2022 Seal #SaccageParis #TACAGE MOSCOU,,1,,fr,,Petite Boucherie
239,El flaco,@TalonMarc·2022年4月23日,2022-04-23,"on ne parle pas de la petite boucherie du coin père/fils, je dis juste que la une etps qui brasse des milliards, qui demain si elle coule pourrai faire crouler la compétitivité de la france est ce vrmt logique de le laisser à qlq qui n’est pas forcément le plus doué la gérer ?",,,,fr,,Petite Boucherie
240,jzabe,@JiJzabe77·2022年4月23日,2022-04-22,"Merci Caroline pour nos combats vous êtes toujours en première ligne, je suis fier d'être FR comme vous et pas comme les RnFn petite boucherie familiale devenue  abattoir municipal de nos intellects collectifs. Un vrai massacre façon Poujade ...",,,,fr,,Petite Boucherie
241,L'Est Républicain Toul,@LEstRepToul·2022年4月22日,2022-04-22,"Le vernissage de l'exposition rassemblant les œuvres de six jeunes talents, à La Petite Boucherie, se déroulera ce 22 avril. #Toul https://estrepublicain.fr/culture-loisirs/2022/04/22/premiere-exposition-de-six-jeunes-talents-a-la-petite-boucherie?utm_medium=Social&utm_source=Twitter#Echobox=1650619316-1…",,,,fr,,Petite Boucherie
242,Christine Plourde,@CristinePlourde·2022年4月21日,2022-04-21,"Dans ma petite boucherie, ils ne font aucun cas si on est pas masqué et à ma friperie je laisse libre choix à tout l’émonde mais il y a quand-meme 80% des gens qui préfèrent le gardé",2,1,5,fr,,Petite Boucherie
243,L'Est Républicain Toul,@LEstRepToul·2022年4月21日,2022-04-21,"Du 22 avril au 22 mai, la galerie d’art La Petite Boucherie convie à la première édition des jeunes talents. Chacun possède un univers propre et utilise des techniques allant du dessin au numérique. ...",,,,fr,,Petite Boucherie
244,Fida Falcon ,@FidaFalcon·2022年4月21日,2022-04-21,"Oui InnshaAllah avec plaisir. Deja une petite idée de comment ca peut s’organiser avec un plan de contrôle. Tu as raison de faire le parallèle avec AVS, qui représente aujourd’hui clairement un argument de vente pr boucherie et resto",,,1,fr,,Petite Boucherie
245,bruno sasuke,@BrunoSasuke2306·2022年4月21日,2022-04-21,Dit petite question rapide : Pour les Pro Ps5  Est ce que je garde mon vieux pseudo psn ou je part sur un nouveau pseudo psn pour écrire une nouvelle page avec la Ps5 niveau jeux et Platine ect… @Nhell81 @Morrigh4n @Altair_Gaming @moza_racing @fanatec @La_boucherie_DJ,2,,3,fr,,Petite Boucherie
246,“𝐧𝐨 𝐥𝐨𝐯𝐞”,@champagne_yv2·2022年4月20日,2022-04-20,"Elle se fait mener comme une petite fille de 12 ans, elle est bouche bée à chaque question / prise de position de Macron, c’est une boucherie pour l’instant",,,,fr,,Petite Boucherie
247,Coré-Perséphone (elle/she) ,@Petite_Core·2022年4月19日,2022-04-19,Heureusement que ce n'est pas une boucherie charcuterie,,,2,fr,,Petite Boucherie
248,La Petite Boucherie du Bonheur,@PetiteBoucherie·2022年4月19日,2022-04-19,La Petite Boucherie Du Bonheur: Nouveau Teaser/ Théâtre La Goutte de lait. https://youtu.be/79wWvpL_9Hw via @YouTube,,,2,fr,,Petite Boucherie
249,Gabinks,@gab1torres02·2022年4月19日,2022-04-19,"Faire des brochettes dans un boucherie. Ça a pas duré longtemps mais vazy, commencer à 6h du mat, pendant 7h tu fais TOUT LE TEMPS la même chose, sans parler à personne. Une petite pause de 10 mins. 7h de travail à la chaîne intensif, sans distraction, dans le froid des frigos",,,,fr,,Petite Boucherie
250,Marie,@belindageoly·2022年4月19日,2022-04-19,Ma France: La petite pute de zelensky envoie ses soldats à la boucherie pour obéir à ses sponsorts https://by-jipp.blogspot.com/2022/04/la-petite-pute-de-zelensky-envoie-ses.html…,,,,fr,,Petite Boucherie
251,DJboucherie - Metal / Gaming / Horreur,@La_boucherie_DJ·2022年4月19日,2022-04-18,"Je te souhaite de tomber dedans comme moi et beaucoup d'autres, sincèrement !Quand tu vas avoir cette petite étincelle d'addiction qui va se montrer, tu vas plus t'arrêter, comme beaucoup d'autres, et après tu vas enchaîner les run et les new game+ haha",,,,fr,,Petite Boucherie
252,Ultra Papa,@MeanerNMeatier·2022年4月18日,2022-04-18,Y’a une petite boucherie privée dedans. T’as visité ?,1,,1,fr,,Petite Boucherie
253,jpmuzz,@jpmuzz·2022年4月16日,2022-04-16,West Village. #motoguzzi #petiteboucherie #westvillage #jpmuzz @ Petite Boucherie,,,,fr,,Petite Boucherie
254,DJboucherie - Metal / Gaming / Horreur,@La_boucherie_DJ·2022年4月16日,2022-04-16,On avance la soirée horreur d'environ une petite heure !!!GO GO GO SUR LE LIVE !,2,2,17,fr,,Petite Boucherie
255,Séraphine TARTOPOILS,@DoloresLiotard·2022年4月15日,2022-04-15,"Je vais souvent dans une petite ville à 30 kms de Marseille, mon fils y habite. Quand je vais acheter ma viande en boucherie (hallal bien sûr ya que cà !) je ne peux entrer en short et débardeur ! Les troquets sur le marché sont sélectifs ! Continuez à voter pour les mêmes cons !",,,,fr,,Petite Boucherie
256,Avenue du Mont-Royal,@AvenueMontRoyal·2022年4月14日,2022-04-14,"RECETTES DE PÂQUESMiam, savez-vous ce que vous allez manger pour pâques ? Êtes vous plutôt jambon à l’os ? ou gigot d’agneau ?Petite surprise pour les végétariens également! https://tinyurl.com/54kswaaa Unsplash#avenuemontroyal #boucherie #pâques",,,,fr,,Petite Boucherie
257,Красный человек ,@FaustRobP·2022年4月8日,2022-04-08,"Rooooh c est vraiment pas centré que sur la bouffe c est juste que t as vue que ça , si déjà on changer le model de surconsommation a petite épicerie dans le village , boucherie et tout ça comme avant bas y aurait pas besoin d arrêter de manger la viande",,,,fr,,Petite Boucherie
258,Dhalgan,@DhalganTV·2022年4月7日,2022-04-07,Petite Dhalgaprem boucherie avec les zamis sur @DestinyTheGame #Destiny2  Viendez bark avec nous tout l'aprem sur http://twitch.Tv/dhalgantv,,2,2,fr,,Petite Boucherie
259,Hakku,@Hakkuteikken·2022年4月6日,2022-04-06,"Repose toi l'ami,  c'est le plus important,  nous on peut attendre.  Toi et ta petite femme d'abord",,,,fr,,Petite Boucherie
260,GHSelestat,@GHSelestat1·2022年4月6日,2022-04-06,"Je vous propose d'investir dans une petite copropriété de 10 lots dont 3 #habitations et un local commercial exploité par une boucherie. C'est ce dernier local que je mets en vente. Il se compose d'un magasin (boucherie), d'un labo, de 3 pièces (...)",,,,fr,,Petite Boucherie
261,Pascal Pointud,@PASCALPOINTUD·2022年4月5日,2022-04-05,"Lors de mon escapade boucherierienne sur Saint Antheme , 1ere église prise à Eglisolles puis seconde à Saint Clément de Vallorgues et petite chapelle entre Saint Clément et Col de Chemintrand@Langlai73410097 Une belle boucherie à Saint Antheme chez famille Fougerouse",,,3,fr,,Petite Boucherie
262,Dhalgan,@DhalganTV·2022年4月5日,2022-04-05,Allé c'est parti petite Dhalgaprem libre du mardi !Ca va partir sur de la boucherie #Destiny2 avec B4b4r le clébar et qui voudra :DA de suite ! https://twitch.tv/dhalgantv,,2,3,fr,,Petite Boucherie
263,Beatty Mailer,@TomQuezmar·2022年4月4日,2022-04-04,"Bizarrement vous n'avez pas choisi de parler de l'apprentissage en boucherie, en boulangerie, en plomberie, en menuiserie ... Quel discours de petite bourgeoise privilégiée",2,1,2,fr,,Petite Boucherie
264,Kalhy Black,@KalhyBan·2022年4月4日,2022-04-04,Nouvelle petite série de flashs dispo à La boucherie des pentes à Lyon !,,,,fr,,Petite Boucherie
265,DJboucherie - Metal / Gaming / Horreur,@La_boucherie_DJ·2022年4月3日,2022-04-03,"Merci à ceux qui portent une petite inquiétude, c'est touchant !",5,,24,fr,,Petite Boucherie
266,Pierre  O Aribaud,@poasousse·2022年4月2日,2022-04-02,Melenchon est comme un militant vegan qui a investi dans l'achat d'une boucherie pour gagner sa croûte. Il ne croit pas un mot à ce qu'il raconte mais il fait tourner sa petite boutique,,,3,fr,,Petite Boucherie
267,Totorotaku,@Totorotaku1201·2022年4月1日,2022-04-01,En vrai pour certains non mais c'est surtout (voir exclusivement) quand tu as envie de travailler dans le même trucs que tes parents restaurant/boucherie...Mais c'est une dès questions les plus complexe a prendre et c'était dans ce que j'ai vu juste une petite découverte.,,,,fr,,Petite Boucherie
268,Lee Potentier,@LeePotentier·2022年3月23日,2022-03-23,Petite boucherie familiale remplie de bonnes choses et de bonne humeur,1,,1,fr,,Petite Boucherie
269,Mon bon Louis,@siuoLnoBnoM·2022年3月11日,2022-03-11,"Joues roses, robe à fleurs et baguette sous le bras.Les plus grands succès d'Yvette Horner et son accordéon résonnent dans la boucherie. Le vendredi soir, son Raymond vient la chercher en 4CV pour l'emmener direct en ouiquène à Honfleur.",1,,3,fr,,Petite Boucherie
270,Bibi ,@BibiLuppa·2022年3月10日,2022-03-10,La maison ou j'habitais quand j'étais petite a été remplacé par une boucherie .....,21,5,131,fr,,Petite Boucherie
271,Stella,@stellart89·2022年3月10日,2022-03-10,"J'y suis pas allée bcp petite (de très bonne dents). Mais 1 vraie boucherie chez le stomato qd je me suis fait extraire les dents de sagesse sous locale à 15ans. Mes racines étaient tellement coriaces qu'il a dû m'en casser 1 pr l'avoir. Au final, elle a sauté, je l'ai avalée",1,,,fr,,Petite Boucherie
272,Un Versaillais,@UnVersaillais·2022年3月10日,2022-03-10,"Mes parents sont ruraux, ils préfèrent faire 25 km tous les deux jours pour acheter du pain et de la viande au supermarché plutôt que d’aller dans les commerces de leur village dans lequel il y a une boulangerie, une boucherie et une petite épicerie et ils ne sont pas les seuls.",1,,,fr,,Petite Boucherie
273,@BreezJr228,@BreezJr228·2022年3月9日,2022-03-09,Par contre faut l’avouer il a fait une petite boucherie ici,,1,3,fr,,Petite Boucherie
274,Konstantin Schallmoser,@KonstantinParis·2022年3月7日,2022-03-07,"Ne racontez pas n'importe quoi. Les gens dans le communes en petite couronne, ils vont à l'école, à la boulangerie, à la boucherie en bagnole. Pour des distances de 800 mètres. Vous êtes fort en trouvent des excuses, et très pauvres en agissant...",1,,,fr,,Petite Boucherie
275,Thierry henry,@grissom91·2022年3月7日,2022-03-07,"Pour les âmes sensibles, ceux qui ne souhaitent pas assister à une boucherie, laissez tomber. Allez plutôt regarder un épisode de ""La Petite maison dans la prairie"", ça vaut mieux. Le #debat @ZemmourEric @vpecresse Va se terminer avant la fin du 1er round. https://pic.twitter.com/hiUlrOCuvo",,,,fr,,Petite Boucherie
276,Tristan,@tristan_atn·2022年3月6日,2022-03-06,Semaine prochaine Yuta nous fait une petite boucherie. Du niveau de Gojo à Shibuya on espère.,,1,,fr,,Petite Boucherie
277,THE SAIYAJIN ベジータ,@majinbejita82·2022年3月6日,2022-03-06,La Z Team au QG du RR TOC TOC TOC Bonjour nous venons récupérer la petite Pan  #DragonBallSuperSuperHero #Boucherie,,1,4,fr,,Petite Boucherie
278,Damien Dole,@DamienDole·2022年3月5日,2022-03-05,"Selon la carte de @pleinmoinscher,une grosse majorité des pompes de la petite couronne de Paris proposent le SP98 à plus de 2 euros, un certain nombre de fois à plus de 2,20 euros. Et pour la gazole, plusieurs proposent déjà le litre à plus de 2 euros, bcp à 1,999. Une boucherie.",5,23,23,fr,,Petite Boucherie
279,GamerBike,@GamerBike39·2022年3月5日,2022-03-05,"c'est une période où je me plonge dans les séries ou animés avant de retrouver une petite pépite indé qui me redonnera foi dans le JV.Silksong  Je me rassure un peu, mais ça va être terrible, (mal)heureusement j'ai moins de temps pour jouer mais le plaisir sera plus long",,,1,fr,,Petite Boucherie
280,Jean Abbiateci,@JeanAbbiateci·2022年3月3日,2022-03-03,"Remontant l’allée centrale du Super U, je sens en moi monter un sentiment profond, vertigineux et inconnu, si puissant qu’au rayon surgelés, je me laisse aller à une petite fantaisie, une glissade de caddie façon Fred Aster. J’esquisse un pas de samba devant le stand boucherie.",1,,2,fr,,Petite Boucherie
281,Ashly Priest,@AListExpert·2022年2月27日,2022-02-27,"#PetiteBoucherie mais oui! #AshBashNYC (@ Petite Boucherie in New York, NY w/ @dnchalas) https://swarmapp.com/c/akkGh4iTzbD",,,,fr,,Petite Boucherie
282,Aurélie Vache,@aurelievache·2022年2月26日,2022-02-26,"Oui c'est ce qu'il y a marqué sur l'affiche ""boucherie Marty"". Le village est a une bonne heure de Toulouse.Mais la ce qui nous a fait sourire c'est la petite faute",1,,,fr,,Petite Boucherie
283,Did0us ,@DidousGaming·2022年2月24日,2022-02-24,Vous avez une petite place pour une âme charitable avec vous dans le bunker,,,2,fr,,Petite Boucherie
284,Véronique Langlais,@Langlai73410097·2022年2月23日,2022-02-23,"J’avoue que malheureusement je pense parfois comme vous .Alors je rebondis à l’inverse et j’ai plaisir à parler de nos paysans au quotidien dans notre petite boucherie, et dans mes divers engagements. On vous aime , sachez le",1,,10,fr,,Petite Boucherie
285,Colibacille déterminé,@BondiouDeter·2022年2月21日,2022-02-21,Même pas une petite proposition de requalification boucherie/coiffure?,,,,fr,,Petite Boucherie
286,DELPH72,@delphmontana2·2022年2月18日,2022-02-18,"Je suis végétalienne, toute petite je n'aimais pas la viande, je restais à table pour finir mon assiette, on me disait que ça coûtait cher la viande , j'ai vu mon grand père revenir de la chasse avec des lièvres, des pigeons , a Noël le gibier exposé à la boucherie",,,,fr,,Petite Boucherie
287,Tiago Coimbra,@tiago_coimbra·2022年2月17日,2022-02-17,Je viens d’en faire 3 avec anesthésie locale et ça a bien été. Un peu mal pendant 2-3 jours mais avec un petite cachet de temps en temps ça passe crème. Il faut pas se faire des films. Oui c’est un peu une boucherie mais les dentistes ont l’habitude…,1,,1,fr,,Petite Boucherie
288,Anto,@lmYou_·2022年2月17日,2022-02-17,Le dernier scream c’est quand même une petite boucherie j’espère qu’il va commencer à snapper ses victimes dans les prochains,,,,fr,,Petite Boucherie
289,pistache noire,@pistachenoire1·2022年2月16日,2022-02-16,"Je vis dans une très petite ville 1400 hbts pas de pharmacie mais une boucherie pas halal,Ns faisons des courses au plus près ville 9 000 hbts 2 boucheries pas halal,la boucherie de l’Intermarché n’est pas halalC’est plutôt un phénomène des gdes villes et certains quartiers non?",5,,,fr,,Petite Boucherie
290, RL_35 ,@laurispr·2022年2月16日,2022-02-16,Une petite boucherie,,,,fr,,Petite Boucherie
291,Libre et patriote,@patriote_et·2022年2月14日,2022-02-14,"Nier le grand remplacement , apparition du niquab, boucherie française caillassé car on vend du porc et d’ailleurs on trouve que du halal dans certaines villes , petite voilée à 6 ans de la tête au pied ! Vous êtes juste une farce à vous toute seule",,,,fr,,Petite Boucherie
292,chloé ,@l2utattoo·2022年2月13日,2022-02-12,"Petit thread des flashs réalisés aujourd’hui à la Boucherie à Lyon ! Petite journée 11h 23h je peux vous dire je dors jusqu’à lundi, merci d’être venus si nombreux",5,13,142,fr,,Petite Boucherie
293,San Slegers (Cucina Allegra),@SanSlegers·2022年2月11日,2022-02-11,"daar zeg je u tegen!MERCI BIEN@vlanon j ai fait une course de faire pate en Pays-Bas a une boucherie tres connu en Heusden, petite belle village, a ce moment sa fille Madame Pate Amersfoort",1,,1,fr,,Petite Boucherie
294,Louis dit Picard,@picard_dit·2022年2月11日,2022-02-11,"Tout est reconstitué ici, studio, matériels, Poste,  café, boucherie... magnifique, cinéma rétro, la roulotte etc, une jolie petite ville  et LE vélo !https://maisondejourdefete.com/visite/",1,,1,fr,,Petite Boucherie
295,Julien S,@jlnsphn·2022年2月10日,2022-02-10,"Moi je mange que des Beyond de ma petite boucherie végétale du coin, élevés en plein air et qui entretiennent nos paysages.",,,4,fr,,Petite Boucherie
296,lr407,@lr407·2022年2月3日,2022-02-03,"Fabien Roussel en visite à l’école de la boucherie à Paris le 18 janvier dernier : le candidat communiste exploite en campagne sa petite phrase sur « une bonne viande », séquence jugée positive",,,,fr,,Petite Boucherie
297,Tortugacab,@dordokahaundi·2022年2月2日,2022-02-02,Petite pensée pour ce gros pitre qui dédicace la boucherie en bio Twitter et qui doit lire ton tweet le poing serré et l’œil humide,,,1,fr,,Petite Boucherie
298,𝐋𝐀𝐁 𝟔𝟕𝟐,@MugiwaraNoLaB·2022年1月30日,2022-01-30,Mdrr mais je vois pas dans quel monde ils peuvent gagner hn. On souhaite la mort de mimosa en priorité  comme ça bonne petite boucherie après #LABRATTRAPAGE,1,,,fr,,Petite Boucherie
299,Chand Sooran,@csooran·2022年1月30日,2022-01-30,Petite Boucherie on Christopher is better.,,,,en,,Petite Boucherie
300,Histoire de dire,@HistoireDire·2022年1月29日,2022-01-29,"Les conditions d'élevage, de transport et d'abattage d'une immense partie des animaux de boucherie sont dégueulasses. Vs parlez des normes qui ont permis de mettre les poules en batterie sur des surfaces plus petite qu'une feuille A4 par exemple? Sur ce je cesse là la discussion.",1,,,fr,,Petite Boucherie
301,MARTHYR POVRE,@MarthyrP·2022年1月24日,2022-01-24,c'est Roubaix partout !Regardez Cannes la Bocca!J'ai perdu ma petite boucherie charcuterie du bas de ma rue et devinez quoi à la place ??Et oui pas une mais deux hallail !!,,,,fr,,Petite Boucherie
302,NPO,@JLANSERIA·2022年1月24日,2022-01-23,"Comme toujours, c’est une boucherie intellectuelle de pseudos journalistes envoyés au casse-pipe par la petite nomenclatura parisienne, qui commence sérieusement à flipper vu leurs tronches (#LCI), contre notre Spartacus #Zemmour qui les réduit à ce qu’ils sont, de sombres",,,,fr,,Petite Boucherie
303,Galsen69,@galsen18·2022年1月23日,2022-01-23,J'espère que tu fais exprès a partir du moment où tu as le choix d'aller acheter ton porc à la boucherie de ton choix c'est que personne ne t'imposent de manger de la viande halal. Petite question y'a t'il du porc dans les boucherie casher ?,1,,1,fr,,Petite Boucherie
304,La Blonde Hermine,@blondehermine·2022年1月23日,2022-01-23,Ce serait d’la boucherie. La boîte est plus petite que lui,1,,,fr,,Petite Boucherie
305,#CAQOUT,@CAQOUT·2022年1月22日,2022-01-22,Petite erreur dans l'article ; les mesures inutiles et anti science d'un premier ministre incompétent a eu raison d'une boucherie centenaire.,,,2,fr,,Petite Boucherie
306,Freddy,@Freddy_GuCo·2022年1月22日,2022-01-22,"Surtout quand on me dit : ""Nan mais moi je mange très peu de viande et j'en achète plus du tout en supermarché. Par contre j'ai trouvé une petite boucherie..."" Mais je m'en fous tellement ! Arrête de me parler de viande stp",,,1,fr,,Petite Boucherie
307,NuagoBabe,@BabeNuago·2022年1月22日,2022-01-22,"Quand j'étais petite j'habitais le quartier polonais avec son église, sa boucherie, sa boulangerie, on ne parlait français qu'à l'école et petit à petit on s'est ouvert à la France. Les jeunes avec la fermeture des mines ont dû trouver un travail ailleurs et donc on s'est intégré",1,,,fr,,Petite Boucherie
308,Marion Poliquin,@MarionPoliquin·2022年1月21日,2022-01-21,La petite boucherie de quartier la plus vivante que j'ai vue est à Berkeley et son menu ferait exploser la tête de tous les niah-niah-pourquoi-les-véganes-ils-mangent-de-la-fausse-viande.,1,,6,fr,,Petite Boucherie
309,DJboucherie - Metal / Gaming / Horreur,@La_boucherie_DJ·2022年1月20日,2022-01-20,"Mais au fait DJ, ton setup il est comment ?Petite photo actuelle, mais la salle est pas encore bien vide donc, c'est setup version bêta la haha",20,6,104,fr,,Petite Boucherie
310,DJboucherie - Metal / Gaming / Horreur,@La_boucherie_DJ·2022年1月13日,2022-01-13,"Nan du tout, ce soir c'est la dernière vidéo de présentation en gros, ça dure 1 petite heure et je suis chargé de la zieuter avec vous :)",,,1,fr,,Petite Boucherie
311,DJboucherie - Metal / Gaming / Horreur,@La_boucherie_DJ·2022年1月13日,2022-01-13,"La boucherie, message très rapide concernant le live !Du coup il va démarrer assez tard, facilement autour de 19H (oui on a rendez-vous avec différents techniciens pour notre déménagement)Au programme, j'sais pas en partie 1En partie 2 à 21H, petite opé Dying Light 2 :)",2,2,29,fr,,Petite Boucherie
312,Fréd Wsr,@fwanschoor·2022年1月13日,2022-01-13,La petite rondelle de saucisson de cheval quand ont était enfant a la boucherie,,,,fr,,Petite Boucherie
313, MFR #ToutDonneRaisonAZemmour,@lucidite_92·2022年1月12日,2022-01-12,C’est une boucherie  j’aimerai être une petite souris et voir la tranche de @vpecresse @ChJacob77 et @ECiotti,,,6,fr,,Petite Boucherie
314,DJboucherie - Metal / Gaming / Horreur,@La_boucherie_DJ·2022年1月12日,2022-01-12,"Haha, ça a choqué tous le monde cette histoire xDPour alléger un peu le serveur, éviter que ceux qui passent à côté ram et tout :) Du coup à la place j'fais une petite maison plus sobre :D",1,,1,fr,,Petite Boucherie
315, LaGrenouilleRebelle - RÉSISTANT,@BadFroggie·2022年1月8日,2022-01-08,"Ce matin, petite victoire perso : Je suis rentré sans masque dans une toute petite boucherie de village et ni le boucher ni la cliente présente (tous deux masqués) ne m'ont fait de remarque.C'est quand même malheureux de se réjouir d'un acte normal...",,,,fr,,Petite Boucherie
316,La Reine ,@xo_Mademoiselle·2022年1月6日,2022-01-06,My goodness the coffee at Petite Boucherie is so good wtf,,,,en,,Petite Boucherie
317,Ze Sergent Garcia,@Sergent28095310·2022年1月5日,2022-01-05,Et bien mes parents.C'était le papier d'emballage de la boucherie qui payait leurs vacances.Quand vous en passez entre 5 et 6 tonnes/an au prix de la viande.Vous imaginez la petite cagnotte.,4,2,23,fr,,Petite Boucherie
318,Bi_liska ,@BiliskaBi·2022年1月4日,2022-01-04,La petite Boucherie à la sortie de la ville près du carrefour giratoire.,2,,1,fr,,Petite Boucherie
319,²⁸⁰k Paname Paris ,@ParisAMDParis·2022年1月3日,2022-01-03,Peter Cornelius. Passage de la Petite-Boucherie.  1956s  #Paris,,81,339,fr,,Petite Boucherie
320,choufoliv,@choufoliv·2022年1月3日,2022-01-03,"Il faudrait comparer cette photo avec celle similaire du  pour la dimension plus petite, accrochage, liberté de flottaison : celui-ci paraît moins mobile. Aux pieds de l'Arc, gît 1 soldat inconnu : dans cette boucherie de 14/18, des cadavres différents étaient trouvés. MLP",,,,fr,,Petite Boucherie
321,Vayman,@HLWC_K·2022年1月2日,2022-01-02,"Imagine t'es un homme faible et impuissant baissant le regard devant ceux que tu haïs tout en terminant ta petite vie médiocre dans la frustration et la folie. En attendant, moi je vais chercher mon petit magret dans la boucherie halal du coin, et ce n'est pas au Maghreb.",,,1,fr,,Petite Boucherie
322,Rachid Froid0,@RachidFroid0·2022年1月1日,2022-01-01,Petite place bien au chaud pour Zlatan en attendant d'avoir les crédits. Avec El Grande Patson Daka qui casse tout en div Élite et Fut Champions ça va être une boucherie#FIFA22,,,,fr,,Petite Boucherie
323,Internaute Lambda,@lambdanaute·2021年12月29日,2021-12-29,Passage de la Petite Boucherie et rue de L'Echaudé,,,,fr,,Petite Boucherie
324,t3nt@n,@TenaciousTanaka·2021年12月28日,2021-12-28,"The top right apartment is the perfect place for me. It's in the center of Saint-Germain behind the church and a block off the boulevard. (Passage de la Petite Boucherie, 75006 Paris, France)",1,,4,en,,Petite Boucherie
325,AuPalais,@palais_au·2021年12月18日,2021-12-18,"« La petite échoppe du Magic beau gosse est voisine d’une autre institution caennaise, la boucherie Sabot, réputée pour faire les meilleures tripes à la mode de Caen. « L’un à côté de l’autre, l’ancien Caen d’hier et le nouveau Caen, magique, non ? » »",,2,25,fr,,Petite Boucherie
326,Bonm' Saint-Doux ,@TheGenuineHeart·2021年12月17日,2021-12-17,La boucherie près de chez moi ils refusent de vendre les ribs en petite quantité les bâtards Il faut acheter une grande tranche pour 29€ C’est pas exagéré franchement ?!!! Comment ça m’énerve !!!,,,,fr,,Petite Boucherie
327,PaixDieu,@dieu_paix·2021年12月16日,2021-12-16,Un bonheur de vous voir vous faire taper par Liverpool mdr une petite boucherie j annonce,1,,,fr,,Petite Boucherie
328,𝖂𝖎𝖑𝖉𝕮𝖆𝖙 ,@realwildcat1·2021年12月15日,2021-12-15,Une petite dose entre les rayons fromages et boucherie !,1,,2,fr,,Petite Boucherie
329,Gwadael ,@owgwadael·2021年12月15日,2021-12-15,"Wow, je me sens toute petite entourée de ces grand streamers là",,,1,fr,,Petite Boucherie
330,Roman,@ButcherOnFire·2021年12月15日,2021-12-15,Petite rencontre qui fait plaisir! Boucherie Les Bottes à #Nantes,,,1,fr,,Petite Boucherie
331,Saikuu,@SaikuuKara·2021年12月14日,2021-12-14,"Toujours des gens pour se plaindre ! Pauvre El Frito, c'est un connard certes, mais ça reste une adorable petite patate ! (Tu lui diras que je lui ai fait un compliment ? )",,,1,fr,,Petite Boucherie
332,DJboucherie - Metal / Gaming / Horreur,@La_boucherie_DJ·2021年12月14日,2021-12-13,"Qui est El'Frito et pourquoi ?El'Frito est une patate en 3D incarnée par mes soins en temps réel que vous pouvez retrouver de manière totalement aléatoire pendant les streams. Il fera une petite partie, il viendra juste vous insulter ou encore",1,6,36,fr,,Petite Boucherie
333,MESSI EST CHAMPION DU MONDE ,@visca_Barca1992·2021年12月12日,2021-12-12,"? Mdlrlrlrllfk en gagnant 1-2 contre le pire Barça de l’histoire qui a le niveau  europa ça se branle sur un 2-1 car tu sais très bien que depuis 7 décennies le réal est la petite ch ienne du Barça a chaque clasico ptdrr, toutes les années c’est une boucherie au minimum",,,1,fr,,Petite Boucherie
334,El Pequeno loco ,@johnalacool·2021年12月9日,2021-12-09,"J aimerais tellement revoir des petits commerces dans les villages. Petite épicerie d appoint , librairie boulangerie boucherie pâtisserie bar resto .... Comme dans le village de mon enfance. Il y avait une dynamique et même une équipe de foot qui n existe plus.",,,,fr,,Petite Boucherie
335,Vnr Herzog,@VnrHerzog·2021年12月8日,2021-12-08,"C'est ouf, surtout avec le petit dash avant auto, sur des cartes aussi petites c'est une boucherie. Je fais du 9-1 à 7/8 frags à coup de latte, je le fatigue plus à prendre des armes secondaires sur les maps de petite taille",,,1,fr,,Petite Boucherie
336,Nelson,@nelson_zer·2021年12月8日,2021-12-08,Dont beaucoup de restaurateurs font partie !!D'ailleurs petite question vous connaissez la boucherie Marty ???,,,,fr,,Petite Boucherie
