,Name,User_name,Date,Content,Comments,Forward,Like,language,1,Restaurant
218,Natalie Bennett,@natalieben·2022年12月30日,2022-12-30,"After weak response to the attack on peaceful protesters outside the Chinese consulate in Manchester, I've asked the government an important question about the safety of refugee and immigrant communities@Rene_Cassin @freetibetorg @MairaAisa1",1,12,30,"3,792",en,The Consulate 
219,City Boy of Akoko ,@TheManAcalypha·2022年12月30日,2022-12-30,"US talk say they wan build the largest consulate, one guy man deh talk say Kabul and Baghdad own go big... Has he seen the building yet to be built or what?",,,9,289,en,The Consulate 
220,Thomas,@Element_60540·2022年12月30日,2022-12-30,"2002, I told the head of SF Consulate in California that Microsoft OS was backdoored and US Govt was spying on them! Lots of fun! @zhang_heqing @XIEYongjun_CHN @liupheonix @Chunyu_China @xuejianosaka @Zhou_Li_CHN @MahuiChina @AmbLiuXiaoMing @AmbQinGang @sun_weide @CG_ZhangJianmin",,,,3,en,The Consulate 
221,Pakistan Observer,@pakobserver·2022年12月30日,2022-12-30,"Pakistan Observer proudly shares, The Consul General of the People’s Republic of China in Lahore Mr. Zhao Shiren gave away the “Friendship Award” of Consulate General of China to Editor-in-Chief of daily Pakistan Observer, Mr Faisal Zahid Malik@CathayPak @FaisalZahidPO#ChinaPak",,2,3,333,en,The Consulate 
222,India in Perth,@CGIPerth·2022年12月30日,2022-12-30,"Consulate General of India, Perth presents India Bulletin for the month of December 2022To Read: https://cgiperth.gov.in/pdf/news_letter/India%20Bulletin%20December%202022.pdf…",,2,5,171,en,The Consulate 
223,James Griffiths ,@jgriffiths·2022年12月30日,2022-12-30,"British consulate in Hong Kong notes in an October 2000 briefing that ""three years after the handover, 'one country, two systems' is working better than many had expected."" But adds having ""an executive with no popular mandate"" setting policy ""is unsustainable.""",1,4,6,625,en,The Consulate 
224,K.Krishna Sagar Rao,@BJPKrishnasagar·2022年12月30日,2022-12-30,"Recieved warm New Year wishes & gratuity from Ms.Jennifer Larson, @USCGHyderabad the US Consulate General of Hyderabad.I extend hearty best wishes to the CG & her family for the New Year 2023.",,,1,213,en,The Consulate 
225,Globoprime,@Globoprime1·2022年12月30日,2022-12-30,"Confused about the certificate attestation process? Let us help! Our team at Globoprime is experienced in handling all types of certificate attestation, including KHDA, marriage, birth, and consulate. Contact us now https://globoprime.com",,,,3,en,The Consulate 
226,Aqua44,@Aqua4410·2022年12月30日,2022-12-30,@SenatorSinema why are politicians afraid of legal immigration you know when people apply to immigrate to the USA at the American consulate in their own countries where we can vet people who can be admitted,,,,5,en,The Consulate 
227,PritamTweets,@PritamdevSharma·2022年12月30日,2022-12-30,Jaskanwal Singh is an Indian agent. He has been known to frequent the Consulate in Toronto. He is a disgrace to Sikhs across Canada and DEFINITELY does not represent us.,,,1,97,en,The Consulate 
228,A News Cycle,@A1NewsCycle·2022年12月30日,2022-12-30,Tell that to the US woman that called her family to reach out to the consulate because she and others couldn’t leave and were raped and forced to create sex tapes.,7,,4,"1,223",en,The Consulate 
229,A News Cycle,@A1NewsCycle·2022年12月30日,2022-12-30,One of the women’s family members called the consulate because there were women being held there and forced to make sex films and claims of rape. An American was held and her family friend called the consulate and told them. The pizza box let them know he was there.,,,,30,en,The Consulate 
230,David Salaski,@Hereitsnot·2022年12月30日,2022-12-30,"As reported by the AP 100 years ago on November 2, 1922.The Arctic Ocean is warming up, icebergs are growing scarcer and in some places the seals are finding the water too hot, according to a report to the Commerce Department yesterday from Consulate at Bergen Norway.",1,,,18,en,The Consulate 
231,Ireland in Hong Kong,@IrelandinHK·2022年12月30日,2022-12-30,"Happy New Year from Team #Ireland in #HongKong!Please note that the Consulate will be closed on Mon, 2 Jan 2023.",,2,17,"1,361",en,The Consulate 
232,ItalyinKolkata,@ItalyinKolkata·2022年12月30日,2022-12-30,"Times of India has featured an article about the Christmas Concert, organised by the Consulate Generale of Italy in Kolkata during this festive season. Read morehttps://timesofindia.indiatimes.com/city/kolkata/rabindrasangeet-at-archbishop-hall-as-part-of-christmas-prayers/articleshow/96583791.cms…#italyinkolkata #italyinindia #concertodinatale",,,3,214,en,The Consulate 
233,Saif Suhairi,@SaifSuhairi·2022年12月30日,2022-12-30,"dari menara Chrysler Building . Iconic building in the world. Nampak x kat belakang tu?Lain macam bila kau jumpa rakan senegara. Office Malaysian consulate ni macam kita pergi UTC shah alam la .Boleh buat urusan immigresen , pendaftaran etc di satu tempat . Seronok dapat",3,,2,942,in,The Consulate 
234,Joseph Eliabson,@Eliabsonik·2022年12月30日,2022-12-30,Thank you for clarifying this.Very important. Can the @MalawiGovt also clarify; i am a resident in #SouthAfrica but 4the past 2 weeks have been trying to apply for a visa with no success. The Embassy in Pretoria/Consulate in Joburg are not helpful. phones on website not working,1,1,,189,en,The Consulate 
235,Show u Rite-Spies steal classified documents,@picean79·2022年12月30日,2022-12-30,Why hasn't George Santos gone to the Brazilian consulate to see if he is STILL wanted in Brazil.,,,,20,en,The Consulate 
236,Tomas Borghi Speziale,@TomasSpez·2022年12月30日,2022-12-30,"I mean didn't they do this recently when that girl got caught by her boyfriend on IG reels, he kept calling her while she was at a party  at the Tate's house. Her response to getting caught was telling him they kidnapped her. He called the consulate, they raided his house",,,1,541,en,The Consulate 
237,The Country of Israel ,@JanetNewcomb·2022年12月30日,2022-12-30,"Israel strengthened its relationship to the US while holding on to its principled positions, including the refusal to allow the Biden administration to reopen the consulate general in Jerusalem!!! #StrongIsrael",,2,2,35,en,The Consulate 
238,Ms. LaJuana Styles,@gospelmystic888·2022年12月30日,2022-12-30,"In those instances, U.S. embassies and consulates will make every effort to provide emergency services to U.S. citizens.  U.S. citizens abroad are urged to monitor the local news and maintain contact with the nearest U.S. Embassy or Consulate. @POTUS how does a citizen get help?",,,,26,en,The Consulate 
239,TruthBeTold,@syedmoh·2022年12月30日,2022-12-30,It has a very big diaspora and that’s the reason why US consulate was opened. But Airlines always try keep direct flights to Hyderabad to a minimum in comparison to other big cities.,,,,64,en,The Consulate 
240,MansfieldZero,@MansfieldZero1·2022年12月30日,2022-12-30,"The United States recruits Chinese traitors, and various women's rights organizations are the key support objects.The US embassy and consulate in China launched the 2021 ""public diplomacy small grants program"" on its",,,,21,en,The Consulate 
241,Heymann Yip,@HeymannYip·2022年12月30日,2022-12-30,"Sunwing has been using the same M.O.for a long time. We had a bad experience in Los Cabos 10yrs ago. You could not find any representatives to help you. A guest contacted the Can/Consulate in Mexico for help, police and military came to help the Can/citizens. #cadpoli #bcpoli",,,,238,en,The Consulate 
242,Ford Broad,@ford_broad·2022年12月30日,2022-12-30,"The United States recruits Chinese traitors, and various women's rights organizations are the key support objects.The US embassy and consulate in China launched the 2021 ""public diplomacy small grants program"" on its official website.",,,,19,en,The Consulate 
243,Abraxus,@AbraxEth·2022年12月30日,2022-12-30,I left Other than that.. those mfers scare the shit out of me. Every time I have to deal with the consulate I feel like I’m walking into a trap,2,,2,24,en,The Consulate 
244,Mike Provancher,@MichaelProvanc2·2022年12月30日,2022-12-30,"Memo to the obvious tool of the establishment... 95% of ""asylum seekers"" are sneaking past all ports of entry, and many consulate along the way bypassing all legal avenues and are being caught illegally in America... These are NOT the same things.",,,,2,en,The Consulate 
245,Michael Dix,@mjdix8·2022年12月30日,2022-12-30,"Khashoggi, who so feared Saudi persecution he fled to McLean, VA, went to the Saudi Consulate in Istanbul, 5200 miles away, to get a copy of his divorce degree, instead of to the Saudi Consulate in DC, 10 miles away. He actually went TWICE to the Istanbul consulate  -- senseless.",,,1,40,en,The Consulate 
246,Jeremy Gans,@jeremy_gans·2022年12月30日,2022-12-30,"“Second, there has been no final decision by the Consulate whether to issue a travel document.”“Third, it is unclear whether the recent interview between the Consulate and Mr Sami has taken the matter any further, or has set it back.”These all seem like fair findings.",1,,1,361,en,The Consulate 
247,BellaDuafe,@BellaDuafe·2022年12月30日,2022-12-30,"So if someone was visiting Atlanta where should they go? Black owed or not!  I will go first…..Cooks and Soliders, Miller Union, BoccaLupo, Alma Cocina, Scout, The Consulate, No. 246, Ms. Iceys, Roc South, Rodney Scott’s, Twisted Soul Cookhouse. Great serve good food!",,,1,78,en,The Consulate 
248,Jeremy Gans,@jeremy_gans·2022年12月30日,2022-12-30,"“Rather, officers who were not directly involved were called and provided affidavits. Mr Sami himself did not give evidence, including about what was discussed at his recent interview with the Egyptian consulate. Therefore, the Court has far from the best evidence before it.”",1,,,348,en,The Consulate 
249,Von Clownsewitz's War College,@VonClownsewitz·2022年12月30日,2022-12-29,That's what she said about the Russian consulate tweeting the truth about her grandfather.We expelled diplomats over that...,1,,5,97,en,The Consulate 
250,Jason,@jaythebuilder79·2022年12月30日,2022-12-29,"Then why do you refuse to enforce immigration law when reported the way your website states. Months ago, record they lied to consulate, and involved with a bunch of other illegal immigrants and narcotics abusers. Given everything you needed and crickets…",,,,14,en,The Consulate 
251,Bakare,@Bakinson411·2022年12月30日,2022-12-29,"Caption ""it will be our largest consulate in the world"" the only place fit for this edifice is TINUBUs LAGOS",,2,1,196,en,The Consulate 
252,Cookie Cutter,@MalibuCookie·2022年12月30日,2022-12-29,@MTG Jew hater from hell zero credibility George Santos currently wanted for defrauding the elderly should be extradited. Brazil Consulate office Phone (305) 285-6200 the country doesn't need another corrupt Republican in the House. Santos is a liar and a fraud like Donald Trump.,,,,29,en,The Consulate 
253,James Clayton,@JamesCl86233737·2022年12月30日,2022-12-29,I just submitted an appeal to the Mexican consulate asking for the seizure of my neighbour's hot tub. Hoping to hear back soon...,,,12,848,en,The Consulate 
254,Canada Down Under,@canadadownunder·2022年12月30日,2022-12-29,"3/3 During business hours, we can be reached at: The Consulate General of  in Sydney · sydny-cs@international.gc.ca (if located in NSW, QLD, and NT) · +61 (0)2 9364 3000 The High Commission of  in Canberra · cnbracs@international.gc.ca (if located in ACT, WA, VIC, SA, TAS)",,,,145,en,The Consulate 
255,Canada Down Under,@canadadownunder·2022年12月30日,2022-12-29,1/3 The High Commission of Canada and Consulate General of Canada will be closed on the recognised public holidays over the holiday period: January 2.,,1,,199,en,The Consulate 
256,"Master Adhiraj Pratihar, The Atrenam",@the_atrenam·2022年12月29日,2022-12-29,"For those of you that don't know THE CENSUS CONSULATE OF VANCOUVER is the new term for the province of british columbia. It was created by Master Adhiraj Pratihar, The Atrenam.",,,,19,en,The Consulate 
257,"Master Adhiraj Pratihar, The Atrenam",@the_atrenam·2022年12月29日,2022-12-29,Chrorar Kingdom of the Census Consulate of Vancouver.,,,,11,en,The Consulate 
258,sam ,@jjxeonghan·2022年12月29日,2022-12-29,i have to go to the moroccan consulate at the crack of dawn on a friday. this is modern day torture,1,,,10,en,The Consulate 
259,Krishna Vangavolu,@KrishnaVangavo1·2022年12月29日,2022-12-29,@USAndMumbai my parents got a B1/B2 interview appointment with Mumbai consulate for March 2023. My parents only speak Telugu language. Are the Telugu translators available at Mumbai consulate ?,,,,25,en,The Consulate 
260,checkvisaslots.com,@checkvisaslots·2022年12月29日,2022-12-29,The US consulate has already announced that there won't be anymore F-visa opening for the year.,,,,307,en,The Consulate 
261,mehlvibes,@mehlvibess·2022年12月29日,2022-12-29,consulate is the only map that hasn’t been reworked,,,1,223,en,The Consulate 
262,Hoosier Lineman,@hoosierscholar7·2022年12月29日,2022-12-29,I've heard of burn bags.  The contents are incinerated in a special high heat incinerators with special filters to collect any unburned scraps of documents.  (They had one at the Brigade HQ/US Consulate building in West Berlin when I was there in 1972-73.),,,,22,en,The Consulate 
263,Legal Style Blog,@legalstyleblog·2022年12月29日,2022-12-29,The recent disgraceful incident with the Manchester Chinese consulate has highlighted for me that diplomacy isn't LondonCustoms and immigration is difficult because a lot of that isn't criminal (most customs and immigration violations are civil matters) but coordination is good.,,,,23,en,The Consulate 
264,Social Selling,@socialselling·2022年12月29日,2022-12-29,Social Selling at the Dutch Consulate,,1,,147,en,The Consulate 
265,𝗠𝗩𝗡_𝗘𝗡 | ,@MVN_EN·2022年12月29日,2022-12-29,The best Moroccan player at the World Cup Sofyan Amrabat received the royal letter from His Majesty King Mohammed VI at the Moroccan consulate in Amsterdam,,1,32,"2,151",en,The Consulate 
266,Scientologists for Pritzker,@JB4Thetons·2022年12月29日,2022-12-29,"Are you too good to get hammered in the Guatamalan consulate? Yeah, we know it's technically on Elston, but close enough.",,,,116,en,The Consulate 
267,Nic,@_Sinei1·2022年12月29日,2022-12-29,"You get a refusal and they find you observed the etiquette the consulate will end up typing ""consider him/her on the next appointment"" and that's where the star will start shining",1,,2,108,en,The Consulate 
268,Supreme Cancer Energy,@fxcknxggafree_·2022年12月29日,2022-12-29,La ParillaEl PotroRocksteadySpiceHouse Midtown Bar MargotThe ConsulateKR BarKR by itself is not a vibe but the steak good I guess. Would go if invited. 2 urban licks (goated dont care),1,1,2,180,en,The Consulate 
269,"Quos Deus vult perdere, prius dementat",@DaveB_MD·2022年12月29日,2022-12-29,Which doesn't negate the requirement to present themselves at the nearest embassy or consulate.See thats the loophole exploited. Crossing the border instead of the nearest embassy or consulate makes the crossing illegal but once they voice a claim for asylum that's negated.,1,,,10,en,The Consulate 
270,Nic,@_Sinei1·2022年12月29日,2022-12-29,@Elvis_Localman  I've been to USA embassy and I realize simple etiquette like greetings and even if you get a refusal on your visa it is very important to say thank you ro the consulate after the session,1,4,10,"2,058",en,The Consulate 
271,TT+WN Orlando,@TotalTrafficMCO·2022年12月29日,2022-12-29,Accident. Right lane blocked in #Orange on The Beachline WB before Consulate Dr/OBT/Florida's Tpke/Exit 4 #traffic http://bit.ly/ZE5wVb,,,,40,en,The Consulate 
272,Molly Morgan,@mollyemorgann·2022年12月29日,2022-12-29,Way too invested in the Southwest drama. Mostly because six years ago they cancelled my flight to Chicago right before boarding due to lack of staff and I missed my visa appointment with the Spanish consulate. I haven’t forgiven or trusted them since.,1,,2,353,en,The Consulate 
273,Wikipedia's DYK,@DidYouKnowWP·2022年12月29日,2022-12-29,"#DidYouKnow that the Chicago Police Department regularly cited vehicles of the Philippine consulate general in Chicago for parking in a no-parking zone, causing a diplomatic incident?",,,,17,en,The Consulate 
274,Okunola Akeju. MD (Shobaloju of Agbooro ),@MooAkee·2022年12月29日,2022-12-29,I believe the USA is building a consulate befitting a residence for any of their POTUS visiting Nigeria or W/Africa. This is strategic. Lagos is the choice. Eko Atlantic is the place.,,2,1,169,en,The Consulate 
275,Abdulateef Al-Mulhim عبداللطيف عبدالرحمن الملحم,@mulhim12·2022年12月29日,2022-12-29,"Congratulations and enjoy the new building.. As for the old consulate building, it’s important to keep it and make it a museum………..",,,,195,en,The Consulate 
276,#JusticeForMalkiRoth,@AJewFromJudea·2022年12月29日,2022-12-29,"Satmar  NO 'palestine' flagsThousands of Satmar Chasdim taking part in a major demonstration May 2010 in front of Israeli consulate in Manhattan, protest recent disinterred human remains removed by the Israeli Government from the grounds of Barzilai hosp",1,5,6,98,en,The Consulate 
277,Biju Jayarajan,@biju_jayarajan·2022年12月29日,2022-12-29,Meanwhile the US consulate sends their orders directly to Mumbai Port Authority.,,,1,346,en,The Consulate 
278,World Times,@WorldTimesWT·2022年12月29日,2022-12-29,He was warmly welcomed by officials from the Consulate General in Jeddah on behalf of Nigerian Ambassador Yahaya Lawal.,,,3,65,en,The Consulate 
279,Philippine Consulate General in Vancouver,@PHinVancouver·2022年12月29日,2022-12-29,"The Philippine Consulate General in Vancouver joins the nation in commemorating the 126th anniversary of the martyrdom of Dr. José Rizal with the theme “Rizal: Alaalang Iningatan, Yaman Ngayon  ng Bayan.” (Rizal: Preserved Memories Treasured Today by the Nation).",,2,2,177,en,The Consulate 
280,India in Durban,@CGIDurban·2022年12月29日,2022-12-29,"Consulate General of India Durban wishes Bon Voyage to a team four young South Africans  who will be visiting India for the 64th batch of Know India Program, sponsored by the Govt. of India. #AzadiKaAmritMahotsav #KnowIndiaProgram #PBDIndore",1,3,4,"1,014",en,The Consulate 
281,Kim Jong Un ve Yeğenleri ,@kimileyegenleri·2022年12月29日,2022-12-29,"The consulate general authorised by the Republic of Turkey for North Korea is in Seoul, that is, in South Korea. In order to obtain a visa for Turkey, a North Korean should go to the capital of South Korea,",1,1,4,243,en,The Consulate 
282,Hebes ❦,@Hebes_x·2022年12月29日,2022-12-29,Bank and consulate are the worst.,2,,11,"1,951",en,The Consulate 
283,BurneikisLaw,@burneikislaw·2022年12月29日,2022-12-29,"If you manage to get arrested while #TravellingAbroad, the first you should do, ask local authorities to contact the nearest #U.S.Embassy or consulate. #PersonalInjuryLaw https://bit.ly/3hVJljf",,,,2,en,The Consulate 
284,J.Serge Sasseville (il/lui-he/him),@SergeSasseville·2022年12月29日,2022-12-29,"Daily ritual in front of @consulate_of Ukraine denounces another round of Russian bombing. Nearly 70 missiles were fired at several cities, including Lviv, Jytomyr, Odessa and Kiev, where 3 people were injured and 40% of the population is deprived of electricity #SlavaUkraini",,,,182,en,The Consulate 
285,jasdelhi,@jasjidelhi·2022年12月29日,2022-12-29,"Bankrupt ho gaya hai Pakistan, New York di pakistani consulate the property Indian Businessman ne 6.8 Million ch khareed layi hai, UAE ne 24 pakistani provincies de bandiyaa di entry UAE ban kar ditti hai, Work permit le ke enter honde ne te bheek mangan lag paindey ne",,,1,55,in,The Consulate 
286,France à Jérusalem ,@FranceJerusalem·2022年12月29日,2022-12-29,Clap de fin pour 2022... le Consulat général de France à Jérusalem vous présente ses meilleurs vœux pour 2023 !  That's a wrap for 2022... the Consulate General of France in Jerusalem wishes you all the best for 2023!,3,7,30,"2,899",fr,The Consulate 
287,Sarah Bahr,@smbahr14·2022年12月29日,2022-12-29,"In print in the Thursday @NYTStyles section: My dispatch from the #EmilyinParis red carpet at the French Consulate, now under the very official ""Quick Question"" column banner. #EmilyInParisSeason3https://nytimes.com/2022/12/21/style/emily-in-paris-cast-lily-collins.html…",,,,410,en,The Consulate 
288,we don dey give shi shi ,@Akomscopy007·2022年12月29日,2022-12-29,#UpdateTinubu's Lagos to house the biggest USA  consulate building  in the world....Talk about #FearlessTinubu strides We clear about developing Nigeria with the Lagos template...Renewed hope,5,9,18,"2,709",en,The Consulate 
289,Carles Texas ,@CarlesTexas·2022年12月29日,2022-12-29,Hoping that the Consulate becomes an Embassy to Catalonia very soon! #Congratulations #USA #Catalonia,,,1,23,en,The Consulate 
290,Jmo2349,@jmo2349·2022年12月29日,2022-12-29,"That is not how one seeks asylum. Maybe you should read the actual statutes. They are required to present themselves at an Embassy or a consulate. Walking across the border unchecked is not how that works. Now if they do that then absolutely, come on we got you.",,,,1,en,The Consulate 
291,"Quos Deus vult perdere, prius dementat",@DaveB_MD·2022年12月29日,2022-12-29,Actually if you read USA immigration law there is but it's stated as present oneself to the nearest embassy or consulate that removes the claimant from the area that has created conditions for one to seek asylum.,,,,9,en,The Consulate 
292,Deji Ogunnubi,@DejiOgunnubi·2022年12月29日,2022-12-29,I wonder if the fact it will be the largest consulate in the world is more a reflection of how much money the mission makes from visa applications of Nigerians compared to the rest of the world. And perhaps the shameful visa appointments racket begging for your urgent attention.,,,2,255,en,The Consulate 
293,Mallory ,@HistoryByMal·2022年12月29日,2022-12-29,I don’t just spy on spies! Sometimes I study the American pastime of intervening in civil wars… Here’s a 1920 inspection report of the American Consulate in Vladivostok.,,1,12,955,en,The Consulate 
294,Brad Cummings,@BradCummings13·2022年12月29日,2022-12-29,The Galleria. Il Duomo. I  voted in my 1st election there at the American Consulate,,,2,7,en,The Consulate 
295,Lucy is a CARNIVALIST...,@PublicShawnelle·2022年12月29日,2022-12-29,"You can have visas issued from within a country. For many, they actually mail your passport to the actual country for issue. You just won't ever have an embassy of a country within itself, because the purpose of an embassy/consulate is to have representation in another country.",2,,,21,en,The Consulate 
296,crossroads_am,@am_crossroads·2022年12月29日,2022-12-29,"Mayor of Glendale, CA @ArdyKassakhian joined the protest in front of the Azerbaijani Consulate in Los Angeles in support of Armenia.Thank you, @ArdyKassakhian for bringing much-needed attention to the current severe situation involving #Artsakh.",,1,7,541,en,The Consulate 
297,Djjags2,@djjags2·2022年12月29日,2022-12-29,"Beneath uae skyscrapers, do you think the shurta would let it happen They went to the consulate",,,1,25,en,The Consulate 
298,ygnet,@ygnet4822·2022年12月29日,2022-12-29,Read the whole article you dumbass Went to the consulate  You keep proving you don’t live in the UAE,,,2,38,en,The Consulate 
299,exponentially decreasing tensile strength,@bulletsm0ke·2022年12月29日,2022-12-29,my dad just met his mate at the turkish consulate in london i stg this man knows everyone,,,1,80,en,The Consulate 
300,Rahul Sharma,@rsthebo·2022年12月29日,2022-12-29,"yes Exactly, I also came accross large number of students who got visa denied with stupid reasons and without even mentioning the exact reasons at Delhi consulate. Something needs to be done seriously. They r destroying dreams of thousands of students. @ItalyinIndia @VFSGlobal",,,,35,en,The Consulate 
301,U.S. Consulate General in Dhahran,@USAinDhahran·2022年12月29日,2022-12-29,"It’s official! Our Acting Consul General signed off on the transfer of the historic consulate building to @SpgaKsa who then transferred the entire compound to @KFUPM, opening an exciting chapter for educational advancement in the #EP.",2,4,8,"4,432",en,The Consulate 
302,Awolowo,@ama5swag·2022年12月29日,2022-12-29,Why do you think they are making the new consulate the biggest in the world?,,,,491,en,The Consulate 
303,Nikore Associates,@NAEconTeam·2022年12月29日,2022-12-29,Nikore Associates organised a roundtable with the support of the Earth Day Network and the German Consulate in Kolkata to facilitate discussion on how to untilise CSR funds for #Climateaction @EarthDayhttps://bit.ly/3C9OVp7,1,,1,29,en,The Consulate 
304,Michael Press,@MichaelDPress·2022年12月29日,2022-12-29,"Note also that one of the Louvre's Parent items is also associated with Aimé Péretié, dragoman of the French consulate at Beirut and an antiquities dealer and agent who had perhaps the largest collection of Levantine antiquities in this period.",1,,,142,en,The Consulate 
305,celerysorbet,@CelerySorbet·2022年12月29日,2022-12-29,"Imagine for a moment Simeon could really find a way to make it from the Consulate onto a flight to Russia, unarrested. Things have changed a lot since he was last there, his mate Strelkov is not so popular now after critiquing the invasion tactics and departing the frontline",,,5,891,en,The Consulate 
306,fırat,@fratilhan8·2022年12月29日,2022-12-29,"Let's complete this year with happy and. More interviews for February before the new year. As Ankara consulate, you have power for that     @USEmbassyTurkey @JeffFlake#DV2023",,,,20,en,The Consulate 
307,Consular Affairs Center,@ConsularAff·2022年12月29日,2022-12-29,"Protest held outside Miami Consulate (December 28, 2022 - The Tribune)More insights: https://consularaffairs.orgSource:",,,,9,en,The Consulate 
308,dv-2023winner,@DV2023winner·2022年12月29日,2022-12-29,"for a more hopeful future, please schedule more meetings at the Ankara consulate#greencard #dv2023 @USEmbassyTurkey @POTUS @JeffFlake @TravelGov looking forward to legal immigrant candidates Immigrants America's Greatest Power",,,,36,en,The Consulate 
309,Sam K,@MRHDebater·2022年12月29日,2022-12-29,The Japanese consulate always love a bite.,,,,621,en,The Consulate 
310,ESONWUNNE LOVEDAY,@EsonwunneL·2022年12月29日,2022-12-29,"Indirectly you're referring to the new consulate to be actually a military and intelligent base in Africa . I think I can agree to this. Because to me,I don't really see any real business or economic presence US has in Nigeria that should usher this kind of consulate.",,,,286,en,The Consulate 
311,dikaiosýnē Donald,@dikaiosn1·2022年12月29日,2022-12-29,"You guys apparently are cashing out enormously  from Nigerian in visa application,  while refusing  a large chunks of the applicants for omnibus reason,  its smacks of racism to say the least , the Consulate can do more in visa application",1,,1,362,en,The Consulate 
312,Onye Nkuzi,@cchukudebelu·2022年12月29日,2022-12-29,"If you think the US Government is building a bigger consulate in Lagos (GDP PPP of less than $100bn), than it has in Shanghai (GDP PPP $1.035 bn) or Mumbai (GDP PPP $606 bn) for ""economic"", not security reasons;Then you are extremely naive.",1,24,61,"5,532",en,The Consulate 
313,5Pillars,@5Pillarsuk·2022年12月29日,2022-12-29,"A young Nigerian man has reached Saudi Arabia after two years of cycling to perform Umrah in Makkah and Madina. Aliyu Abdullahi Bala (left), who arrived in Jeddah on 08/12/22 was warmly welcomed by the Consulate General in Jeddah on behalf of Nigerian Ambassador Yahaya Lawal.",17,294,"2,152",7.6万,en,The Consulate 
314,PWG GROUP,@pwggroupae·2022年12月29日,2022-12-29,News you have been waiting for!-Congratulations to 10 lucky Malta applicants who have received approvals for their principle letters. A step closer to proceeding with the visa application to the Maltese Consulate.-Connect with us +9714 439 6280  http://pwggroup.ae/contact-us/,1,,,71,en,The Consulate 
315,Tuvia Gering 陶文亚,@GeringTuvia·2022年12月29日,2022-12-29,"""Today, in the historic city of Bandar Abbas, we witness another watershed moment in Sino-Iranian relations"" - Against the backdrop of the joint Chinese-GCC declaration earlier this month which incensed Iran, CN established its first consulate general in Iran last Wednesday.1/11",2,13,15,"8,757",en,The Consulate 
316,G,@G46393681·2022年12月29日,2022-12-29,"Not a good sign. Bigger consulate, so you can land your choppers in the event of a war?",,1,3,256,en,The Consulate 
317,ESONWUNNE LOVEDAY,@EsonwunneL·2022年12月29日,2022-12-29,"But I have question about this consulate that's consuming $500million and from information from US consul,is the biggest in the world. What positive economic impact will this have on Nigeria and Nigerians?. Nigeria doesn't enjoy the biggest trade with US....Neither diplomatic....",,,2,484,en,The Consulate 
318,Sanaya Ahsan,@AhsanSanaya·2022年12月29日,2022-12-29,"I would expect any Indian to say that because of the hate that is cultivated in your blood against Pakistan. Indian conditions are more or less the same, poverty in both countries is almost equal.Although, UAE Consulate has officialy denied this news. You can verify.",1,,,48,en,The Consulate 
319,Chigozie...,@XiXiBAT·2022年12月29日,2022-12-29,"This is not true. If these rotorcrafts can land on this new Eko Atlantic Consulate roof, then it is very suited to land on their Victoria Island Consulate roof as well.Ofcourse there are beneficial security reasons for the Eko Atlantic site but not what you stated",1,,1,"1,249",en,The Consulate 
320,KOREAZ,@mofa_koreaz·2022年12月29日,2022-12-29,#Canada's stunning landmarks and people dressed in #Hanbok! Let's watch the #illustrated time-lapse video from the #Korean Consulate General in #Vancouver! Video : https://youtu.be/TV13eXgfd24,,3,8,471,en,The Consulate 
321,Indonesian Consulate General Perth,@IndonesiaInWA·2022年12月29日,2022-12-29,"𝗛𝗢𝗟𝗜𝗗𝗔𝗬 𝗡𝗢𝗧𝗜𝗖𝗘The Consulate General of the Republic of Indonesia in Perth, WA, will be closed on Monday, 2 January 2023. All services will reopen on Tuesday, 3 January 2023. In case of emergency please contact our Hotline : +61 499 772 978Thank you.",,,1,92,en,The Consulate 
322,Lillemor Johansson,@Lillemor90·2022年12月29日,2022-12-29,"Oh, we’re not going anywhere. Still flying the Ukrainian flag outside the Russian consulate. It’s not much, but we’re thinking of you, rooting for you. Slava Ukraini",,,,8,en,The Consulate 
323,Babarotimi Vaughan,@RotimiVaughan·2022年12月29日,2022-12-29,"it's time we get really worried! why would the US build it's largest consulate in the world in an ""unsafe"" and ""unstable"" Nigeria? something is amiss....,....",,,,73,en,The Consulate 
324,Thomas,@Element_60540·2022年12月29日,2022-12-29,"In 2002, I visited with head of Chinese Consulate in San Francisco. I told the man that the Microsoft operating system was backdoored and spying on everyone. The man jumped up and ran around!  It was hilarious.I have schizophrenia. Hope that I set you back 50 years!",1,,,12,en,The Consulate 
325,Infinite Elevator,@infinitelevator·2022年12月29日,2022-12-29,"The lift stops on Floor 2,790N.  The listing reads:   Intolerance Vertical Farming   A Yam in The Window Restaurant    Consulate of The Pindus Anarchy   Sir C. C. Isoward (Eng.), Skeptical Quarry Installation",,1,,24,en,The Consulate 
326,Think Right 9ja,@thinkright9ja·2022年12月29日,2022-12-29,Building a large consulate in Nigeria yet Nigerians can’t even get a visa appointment date that’s less than 6 months in order to visit the United States,,1,,104,en,The Consulate 
327,PENELOPE,@weltghost·2022年12月29日,2022-12-29,"In the 1970s, the Calcutta Communist Party city council changed the name of the road the US consulate is on to Ho Chi Minh street for the lols and put up this mural",1,,49,"1,760",en,The Consulate 
328,your fave lawyer,@legit_oscar·2022年12月29日,2022-12-29,The embassy is in Abuja. What the have in Lagos is Consulate General. It's like an embassy both of a lower status.,1,,,130,en,The Consulate 
