,opinions
122,"Great lunch with friends, Dario our waiter was amazing and very helpful throughout our time there. Would recommend the steak and calamari! Tropical kiss cocktail was lovely and strong"
123,"Had an amazing time at STK for lunch with my niece and sister! We were served by a lovely waiter Dario, he was very attentive and knew the best food to recommend. Great cocktails, calamari and lil brgs were so delicious. Will be back again!"
124,Great food and ambiance! The steaks are great the pasta dishes are a bit on the small side. The service was not good at all as it was both very slow and felt like we were abandoned at times!
125,I had a warm welcome to the restaurant and my server Davide was friendly and helpful. The food was very good and he helped me pick the right dishes based on my tastes and appetite. Would recommend
126,"Food was so delicious and service was very attentive. Our waiter knew menu in and out and answer all our questions. The wine selection was incredible and the manager who a came to check on us was very polite and it was nice personal touch! The atmosphere was fantastic, definitely we will be back very soon"
127,"Made reservations for dinner. Placed our order and after waiting 45 minutes for our main course, we canceled it and left."
128,He was really good host and he helped us and showed us the vibes and love defo coming back hed a good host
129,Good stuff love it here good food I love it here stk so great and vibes and mysic love it here sm I love it
130,"From the moment we entered the restaurant we were treated like VIPs. Thanks to all the staff, especially Dario who advised us on the best dishes for our group."
131,Amazing food and excellent service. Dario was super friendly and offered amazing advise on what to order from the menu. Will defo be back for another visit
132,"Dario was an exceptional waiter, he was friendly, attentive, welcoming and professional. I would recommend asking for Dario when you come to STK to ensure the best experience possible."
133,Brilliant service by Dario! Food was so tasty. Cocktails were delicious. Great atmosphere .. would recommend.
134,Fabulous food and cocktails. Dario was so friendly and helpful. He knew so much about the menu and recommended the best. Would recommend to a friend!
135,Fantastic food. Very tasty and would recommend to friends. No hesitation in returning. Dario the fantastic waiter! So friendly and knowledgeable.
136,My steak was overdone and not to my liking and darrio dealt with it amazingly - quick and efficient.
137,"I had a great experience at stk for my friends bday, our host Dario was so friendly and helpful :) I’m pregnant and he brought me a few different options that I could have. I would definitely come here again and special shout out to Dario for being such a great host"
138,Dario is the nicest server ever. He’s so friendly and helpful. He has taken care of us all night. The best
139,"Amazing service from Dario, he was very welcoming and very polite to us made us feel very welcome !!"
140,"Came here for a birthday dinner, the food was lovely, especially the side macaroni cheese. Steak was great but I asked for medium rare and definitely was more well done, but was a good steak. A overall lovely experience here and would come back."
141,"I visited STK Strand on a Friday evening for dinner with two friends. This review is of course just personal opinion on the experience.  We are all early 20s and found the vibe to be quite cool and stylish - I wouldn't say it's the best spot for taking your granny or for a family dinner, but for youngsters I can see it would have appeal. The music was quite loud and seemed to get more so as the evening progressed and we were having to shout to hear each other at times (with our table very near the speakers).  In terms of the food - the bread for the table was delicious and starters were good (particularly liked the Calamari). My steak was good but both of my friends' fillets were significantly overcooked - we flagged this to our server and they happily redid our dishes, brought the sides again and also gave us an extra bottle of rosé to compensate. Having a sweet tooth, I also really loved the choc chip cookie/ice cream dessert!  The service was pretty good all evening - the aforementioned dealing with the overcooked steaks plus our server was attentive (e.g. regularly topping up our glasses, cleaning the table) and helpful.  We had a very nice evening but the vibe wasn't perfect (it was mainly the loud music which became annoying) and the bill came to more than £100 a head, and that was with one of the bottles of wine on the house. I would more strongly recommend Smith & Wollensky down the road or Gaucho for a slightly better experience for a comparable/marginally cheaper cost."
142,"We were told we had the table for 2 hours. 1.5 hours later and our mains still hadn’t arrived. We had 20 minutes to eat mains and pay the bill- no time for desserts. Our waiter was attentive and cleaned the table regularly but the service in the rest of the restaurant was pretty poor, the music was too loud we couldn’t hear each other and the table next to us were so drunk they fell onto us and our table a few times. I didn’t enjoy my meal, the texture of the meat wasn’t as expected for the price, portions were small but filling. I wouldn’t go back or recommend personally."
143,"We were a large group of 13 that were originally squeezed on to a table meant for 10 Max. Thankfully they were not too busy so moved 6 to the next table,better but not ideal when we were out in a group. Then 3 bottles of still & 3 bottles of sparkling water started to get poured to our group,which we pressumed must be part of the set menu that we had to book. Within minutes of the water being poured it was like a pressure sell on the wine list ,with little time to look through the list. We eventually chose the wine only to be told a few minutes later it was out of stock,so had to order a more expensive red. The starters arrived in a timely manner and was average at best but with the restaurant being so dimly lit it was an effort to see what we had. The Stark and sides again came out all together but the pieces of steak I myself had were fatty,the sides were warm at best. Desert platters were small but ok. Apart from the huge mark up on drinks 300% (water £5.75+ vat per bottle) plus the icing on the cake was the cheek of our table server asking for a separate tip on top of the £160+ plus service charge. He had the front to put £100 tip on the card reader and asked my wife to press yes,luckily my wife's friend stopped her as she thought it was £10 ( few to many wines). Overall your paying fine dining prices for an average at best meal out."
144,The service and atmosphere was amazing! Food came out on time and had a great server! Thank you Davide for making this experience amazing!
145,"STK is amazing :) We went to STK for my fiancé’s 40th birthday celebrations. It was a great atmosphere, food was amazing and the service was excellent ❤️ our waiter Davide was so nice, made us feel so welcome and just made the experience so special as nothing was a problem. Thank you Davide. we will be recommending STK London."
146,Davide was our waiter for tonight and he was absolutely amazing! He was so kind and attentive and took the time to explain the different tastes of a variety of meals on the menu. I was so pleased with his service a 10/10 from me and my friends he definitely made our night!
147,Davide was amazing he was me and my friends waiter all night he was attentive and committed. This is my second time here and I would always come back it’s a beautiful scene with lovely staff and the pretty decorations. It’s up town would recommend for birthdays or celebrations
148,The experience was very good. I feel like the waiter David went the extra mile and surprised us with a birthday/ anniversary cake. Overall we thought the staff go above and beyond to please their customers. Would definitely come back to STK!
149,"Great food & great service from Rui, was very attentive & made sure our glass was never empty. Will be back!!!!!!!!!!!!!!!!!!!!!!"
150,"Great service all round, especially by our waiter Davide, he was very friendly and helpful and accommodating. He gave great cocktail recommendations"
151,Lovely food and ambiance! Great drinks and amazing service from Davide! Will definitely go back !!!!!!
152,"The food was nice, but not good enough for the prices they are charging. As a small group of girls, we liked the vibe but it was so unbelievably busy, our table had people stood next to us ‘waiting in the bar’ the whole night. The music was so loud that we had to shout just to talk to each other. Every single waiter looked completely rushed off their feet. The restaurant was also full of groups of men hanging around the bar and toilets, trying to pick up girls, which was quite off putting.  The waiter assigned to our table was nice but rarely checked on us and we had to flag them down every time we needed something. Food took 50 minutes to arrive so we decided to remove the service charge (an additional £30+). After this the waiter turned very rude and ignorant and tried pleading with us to keep the service charge on. It made us feel very awkward.  Such a shame as we were really excited for our visit but we would not go back. Better steak and experiences in other London steakhouses."
153,We booked STK for a friends birthday and one of the party had to send the steak back twice and mine was rare when I’d asked for medium.. but what was really poor was the customer service or lack of it.. such a shame but we’d not eat here again. If you’re after a decent steak with brilliant customer service go to BEAST!
154,"Came here about 6 months ago didn't have the best time, what a difference this was! The service was amazing the food was delicious and they even brought out cake for my daughter as it was her birthday. We had the best time & she cannot wait to come back! Thank you very much!"
155,"My daughter booked a surprise Dinner for my birthday, I was so excited. Soon as you walk through the doors, The surroundings look beautiful. We were made to feel welcome by the lovely gentleman that greeted us first, he brought us to the table and left us with a smile and our Waiter for the evening Rui, who tended to us throughout the whole night. He definitely contributed to our great evening.  Rui recommended  Starter - Crispy calamari basil - padron peppers - roasted garlic & lime aioli - asian chili sauce  Main - Wagyu Picanha MBS 6/7 with side’s  Dessert - Apple Pie cinnamon crumble - maple creme fraiche  Cocktails - Tropical Kiss -Sweet-Hart and two Winter Storm, Tasted lovely.  All the dishes were deliciously enjoyable. The Chef was definitely dexterous, skilled hands make a good Chef.  This was both our first times at STK, We would like to say, Thank you all for a gratifying experience."
156,"Celebrated our daughters 18th birthday here on Sunday 17th April, the atmosphere was brilliant and we all had a lovely time. We skipped starters to ensure we could enjoy our mains, we sampled the complimentary bread which was absolutely delicious. Our steaks were cooked to perfection and our sides were tasty and hot. Even though we all opted for the smaller steak sizes we were glad we did as there was plenty! We were all pretty full so decided on a couple of desserts to share, these too were delicious, our server than came out of the kitchen with a slice of celebration cake for our daughter which was a lovely gesture. Cocktails were lovely and very moreish!! My younger daughter really enjoyed her mocktail too. Yes it is pricey but for a special occasion we felt it was worth it, we are all looking forward to the next time we have an excuse to visit. Thank you to the whole team for making our daughters birthday even more memorable!"
157,We went for dinner om a Sunday night with family and the place was very busy and the music playing was really good. Our waiteress was Beata and she was so friendly. The manager on duty was Kyle who went out of his way to make sure our dinner was A1.  Lovely venue and deco. Highly recommended and always full of people wanting to have a good time.  Thank u to everyone for a memorable evening on a Sunday night.  Will be back with the rest of the gang.  Thank you team. Sonia and Raj
158,Fantastic venue with great wine and food and service. Highly recommended for early business dinner. Will be back!
159,"Great service! David is an awesome waiter, he recommended on a lot of great food and drinks. The place is lovely and we really enjoyed everything. Thank you!"
160,"Had a nice meal at STK, had a problem with a dish and Rui sorted it out for us. Rui is such a great guy!"
161,We celebrated my husband’s 30th birthday dinner with family and every member of the team were so helpful and ensured we had a fantastic time. A special thanks to Bea for delivering top service throughout the evening and Stams the restaurant manager for ensuring the birthday surprise went to plan!
162,"Was recommended to try this place by my son and it was a good shout.  It’s a great location, just south of Covent Garden and close to Somerset House. Very funky vibe (integrated to the Me Hotel) and as the name suggests it’s all about the steak.  I kicked off view the Caesar which was decent, a tidy portion and nicely put together. My main was the zabuton cut, which I’d never had before. I was warned it was beefy and it is, a really flavoursome cut and I had it medium as suggested. I had it topped with a chimichurri sauce, some peppercorn sauce on the side and we had some triple cooked chunky chips , cauliflower cheese and some asparagus on the table. The cut was good but, for me, I prefer more fat on my steak so not sure I’d have it again and go for a rib eye or similar. But nothing wrong with it just personal choice.  They also service awesome bread, which I mistook for a dessert when a loaf was delivered to a neighbouring table!  Beer, wine and company all made for a spectacular lunch. They don’t rush you here and I’ll look forward to returning soon."
163,Do NOT book the pre-theatre menu! Me and my friends booked the pre theatre menu. We see the menu online on their website for £30pp. When the bill arrived it was £49pp. We raised this with the waiter. He said that the pre-theatre menu is £49pp not £30pp. We showed them the menu online and he said that is an old menu. STK should update their website as customers are provided with incorrect information. They refused to budge! They should honour this as it is false advertisement. The £49pp menu also included wine which was not offered to all of us.  This is a pre-theatre menu which finishes at 7.00pm. Our deserts were not bought over to our table until 7.25pm (baring in mind that the theatre show starts at 7.30pm). We had to box up our deserts in time to catch the show!  Very disappointed in STK as have been their numerous times and had a pleasant experience.
164,"A message of gratitude to one of the best waiters I have ever had, Ahmed. I dined at STK London on Thursday 31st March.at 18:30. I was dining with my colleagues as a celebration. AHMED truly made it a memorable night with exceptional service, patience with my guests and excellent impartial advice on our wine selection. He is the single reason why I will recommend why people should visit STK. A credit to the restaurant and made the incredible food and experience that much better."
165,"My friends and I went to STK for a girly catch up. And it did not disappoint- the food was superb, the staff were very attentive. The atmosphere was great, we stayed for hours on end. Can’t wait to come back again.  Thank you to everyone who made the night so special x"
166,This was suppose to be a pleasant Sunday lunch for Mother’s Day. It was awful more like going to overly loud club on a Saturday night. Impossible to talk we had to leave. Would not go back under any circumstances. Mother’s Day ruined.
167,Best night of my life come come come would recommend good food food drinks come get drunk cheap night our
168,brilliant service great live music and great server david thank you!! would definatly recommend for a night out
169,"We had the Sunday roast which was very value for money. Two thick cuts of roast beef, thick-cut truffle fries, roasted vegetables, and surprise surprise truffle Mac and cheese. Food was excellent. Atmosphere in general was nice. Our service staff Fabio was warm and friendly, and made us feel at home. Thanks Fabio!"
170,Visited on a business trip and had the private dining area Had to pre order but food was good and arrived in reasonable time  The private dining area is a little quieter than main area but that suited us  Toilets are quite a walk from restaurant  Food was of good quality and the macaroni cheese was so good
171,Absolutely amazing service from our waiter Fabio to complement the brilliant food served. Highly recommend
172,"Extremely worth for money! We had the beef Sunday Roast and have been to multiple places in London to try their roasts. However, this place is the best! The beef slices were thick and the truffle Mac and cheese was amazing! The best part was the service - we were served by Fabio and he was patient and professional. Towards the end of the meal, he even presented my boyfriend and I with a slice of cake on the house as it was our anniversary. Dining here has been nothing short of a pleasure. I’ll be back for sure!"
173,"Had such a good night here for my birthday with my friends, the food and drink was great and great service from Dario!"
174,"Came here for dinner, very lively and had a great server Dario. Would definitely recommend to others"
175,Great service and great food all night long!! Cocktails taste incredible and so did the fillet steak would recommend to anyone
176,"I visited here with my friend all of the way from Wales. We were served by the amazing Dario and Attila. They really made our night, their customer service skills were excellent and couldn’t wish for better waiters. The food was also outstanding. Would definitely return. Hope Dario and Attila get some credit for this! Thank you."
177,"Food was Amazing, steak was cooked perfectly. The waiter was brilliant, helpful, and very kind and polite. Loved the atmosphere and the decor, definitely come back."
178,From the moment we walked it the service has been attentive. Staff are friendly and seem to want to make our experience the best it can be. The food was utterly incredible. Words can't explain this excellent evening.
179,"Most amazing experience, best waiters Sebastian and Fabio!!!, would definitely recommend this restaurant!!"
180,"Me and my friend were served by Davide, he was amazing really friendly and asked if we would like his recommendation on what drinks to get. Service was great"
181,"Davide was excellent, always on the ball and gave us exceptional manners. Will defo be coming again."
182,Had a great experience at STK. our waiter Davide was extremely friendly and helpful. The food was amazing and couldn’t have had a better night!
183,David was great drinks were good food was ok definitely not the best steak I’ve ever had if we’re being honest
184,Experienced very poor service while celebrating a friends birthday. Also last night in London so unfortunate that this was our experience during the last night. Party of 3… everyone sat down at same time. 2 of the group went to take pictures. One remaining ordered drinks for the table. While other two taking pictures the one remaining asked if she could order a Caesar salad (the others didn’t want appetizers) Waiter (won’t give name) said no appetizer and no bread (free bread) can be given unless full group is seated. BUT I WAS ALLOWED TO ORDER DRINKS FOR FULL TABLE WITHOUT EVERYONE BEING THERE!!! The waiter then proceeds to tell me we only have 5 minutes left to order. Food came out.. mashed potatoes cold. One medium well steak was over cooked. Wrong sauces gave for the steaks. Overall unnecessarily rude and put a damper on our last night in London We are frequent diners at STK NYC and have never experienced this type Of service. Will not visit again in London!
185,Would definitely recommend! The food is delicious and the service is amazing! David is perfectly very helpful!
186,"David was an excellent waiter very clued up on the menu, really lovely to deal with food was the best in London would highly recommend! Food and service on point !!"
187,"Lovely customer service, the food was amazing and almost instantly cooked for us. Nothing bad to say at all. Would definitely come back again and Davide was an amazing waiter!"
188,Had a great experience here today with my girls. The food was really nice and the cocktails are great. Not my first and not my last time coming here
189,Came for my Birthday and they was so friendly and nice! Definitely recommended and will be coming again. Dario and Attila were very helpful.
190,"Lovely atmosphere, great service and our servers Dario and Attila were brilliant. Would definitely recommend a visit!"
191,Dario and attila have an amazing service best I had in a long time. Lovely atmosphere and lovely night out 5*
192,"Came here for friends birthday, such a good experience and great service from Dario and Attila. Great drinks, would definitely recommend"
193,"Incredible food and ambience. My friends and I were attended by a lovely waiter, Nicolas and she made the experience even better by providing amazing customer service"
194,"Visited STK today for the first time for my dads birthday. We had an amazing time, the Lil brgs are to die for. Our waitress Nicola was very helpful and accommodating."
195,"I booked dinner here as a birthday treat for my partner on Saturday 12th March. Our table was booked for 21.00. We arrived 15 mins early, and had a drink at the bar whilst we waited to be seated.  Our table became available at 21.20 (20 minutes late) which was fine (or so we thought!) After sitting down for maybe 2 minutes AT MOST we were asked what we would like to order. We advised the waitress we had only just sat down so would like a bit more time to look at the menu.  We ordered Calamari as a starter to share, and a Porterhouse steak.  We were told after we ordered our starter that the kitchen had to change the oil, so the wait for the Calamari would be about 20 minutes or so. We said we would be happy to wait - the waitress took our order. She then came back and said that we can't order the calamari as it's showing as 'out of stock' until the kitchen can cook it again, and she couldn't process the order on her computer. She asked us if we would be happy to go straight to the main course, and have the Calamari when it was ready. We said we wouldn't be happy with this, and would prefer our starter first followed by the main! The waitress advised she was concerned we wouldn't have enough time to eat both our courses as we only had 1 hour left on our table (I advised that we were 20 minutes late being seated so that wasn't our fault!)  The Calamari came out (after about 15 minutes) It was mediocre but we were starving by this point!  Out came our main - we paid £110.00 for a Porterhouse steak (medium rare) and to say we were disappointed was an understatement.. it was tough and chewy. Not what you would expect from any steak house, let alone STK!  My partner called over the 'Assistant Manager' to explain we were unhappy with our food and the quality of our steak. His response was 'What do you want me to do about it?' We were shocked at the attitude, and completely taken aback by the complete lack of customer service and zero empathy or apology!  The 'Assistant Manager' then repeated ""what do you want me to do about it"" to which my partner said please can you take it back.  He took it back, we weren't offered another steak that was cooked properly to replace the one that wasn't. When my partner queried this again, we were told by the same 'Assistant Manager' ""I think it's best you leave - I'll get you the bill!""  We weren't kicking up a fuss, just simply explaining that the food we had ordered for a substantial amount of money wasn't satisfactory, so to be told to leave was absolutely gobsmacking!  He got us the bill (took our main off) and stood over us whilst we were reading the bill. I asked him politely if he could just give us a few minutes to take a look at the bill, which he did.  He came back, picked my debit card off the table, used the contactless card and put it back on the table once the transaction had gone through.  No apology. nothing but complete and utter rudeness.  My partner got my coat and as we walked out of our dinner, the waitress and 'Assistant Manager' were just stood there smirking at us.  I've never felt so embarrassed or treated so poorly at a restaurant in all my life.  When we went to walk out by the main reception, one of the security guards asked if everything was ok. We started to tell him what had happened and he said 'follow me' he took us through some doors to talk to someone (we assumed a proper manager) but he ended up taking us next door to ME. Clearly a tactic they use so people try not to dull the pretentious vibe and poor service of the restaurant.  Note to Assistant Manager & Staff - Customer Service goes a long way. People are paying a lot of money to eat and drink there. We were happy to pay, but would at least expect the food to be of an edible standard.  Just because we weren't dripping in diamonds and veneers doesn't mean we don't deserve to be treated the same as everyone else there (Good job we didn't have any veneers actually as the steak would have broken them!!)  I saved up to treat my partner for his birthday, as you can expect it's not every weekend we go out for dinner in places like that, and it was utterly ruined.  You made us feel like we were absolute dirt - it doesn't cost anything to be kind!!"
196,"Great food and the service was second to none , Bernardo was fantastic and one of the best there is ."
197,One of the best places to visit in London for a nice meal. Lovely staff. Bernardo was lovely with us all night along. Would definitely recommend and come back for sure
198,"We went to STK for dinner last Friday for my daughter's birthday party. From the minute we were greeted to leaving was an amazing experience.  Staff:  we had a lady serving and looking after us, she ensured we were well looked after for food and drinks and accommodated all our needs. she was always around if we need anything  Atmosphere:  The atmosphere was electric, and so much fun. my daughter and her mates were up dancing in true STK fashion. The music the DJ was playing was spot on and keep every one singing and have a great time.  Food and drinks:  The food was amazing, there were four vegetarians with us, all of them loved the food. the non vegetarian dishes were exquisite, the lamb and chicken just melted in your mouth. the truffle fries are a must!!!  We went through quite a lot of cocktail, which went down so well  Overall we had an amazing night and thank you all STK staff for looking after us !!"
199,I went for dinner here on a Friday evening with some girlfriends and though the food was good I would not recommend going to this venue. The wait staff is not what you would expect for a £60 pp minimum spend. Our waitress sat at the table to take our order and spilled our prosecco as she will filling our glasses. Another waitress bought us a bottle of water which we didn't order but were still charged for. Much nicer and more reasonably priced places to go in that area.
200,Wouldn't go to this place again. My daughter paid a lot of money to treat myself and her son. The service was very mediocre. You had to wave a while before you got recognised despite the staff standing around. The calamari was sub standard. I've had better from Iceland. Our main was not hot. We didn't stay for dessert. The bill came over we didn't pay the service charge which we considered way too high. On the whole I wouldn't recommend this restaurant. Very over priced food and drink prices. Shame we were really looking forward to it. So disappointed .
201,Dario was the best waiter ever ! He made my friend bday extra special and service was extra fast Iocw him
202,Dario is the best waiter I’ve had made my birthday extra special ! I’ve had the best day and he’s amazing
203,"Always the best time coming here. Darrio made our night so special, so helpful and kind. Had the most amazing night!!"
204,I had the best experience at STK because of my waiter Dario! The service was the best I have seen and the food was unreal.
205,Had an amazing night! Food was lovely! Our waiter Dario made the night - he was so lovely and helped us with everything !!!!
206,"We waited 30 minutes for a table to be ready so we had a drink in the bar. The bar area is ridiculously small, it’s actually the walk way area so are constantly getting pushed aside by people walking to and from the toilets/entrance. Our waitress didn’t smile once and was in an obvious rush to get us in and out. We went straight for mains. These took over an hour to arrive with no apology or acknowledgment of the wait and when it did arrive it was luke warm. For the prices, it was below average food. The bill was bought straight away after they cleared the mains without us asking. Whilst trying to spilt the bill and work out what we individually wanted to paid we had three different people come and ask to take the money. Once we had paid we were then told ‘you need to finish your drinks, the next tables here’ by the rudest manager I’ve come across. We had only been sat at the table 1.5 hours and had a 2 hour time slot. We had to wait 30 mins for our table so we’re utterly disgusted in the way we were being treated. We were more than happy to move to the bar and finish our drinks however we’re gobsmacked in the way we were asked especially after the the long wait for the cold food. The prices are extremely high end and no where near meet the service or food. Wish I had looked at other reviews before booking. Would not recommend."
207,Nice tasty food service was Top Class! AHMED was the Man. Very kind and friendly he went over and above! Great service AHMED your the best.
208,"Visited STK tonight and had the best waiter, Dario was super friendly and efficient! Would 100% recommend if you want amazing food and great service!"
209,"Dario was very pleasant, had an amazing visit everyone should come here and eat the food it’s so good"
210,"Nikola was the most attentive waitress I've ever had. The food was incredible (truffle mac and cheese was life altering, pink roast beef was perfectly cooked!), the bottomless prosecco was flowing and Nikola was one step ahead of us the whole time. Best restaurant experience in London in a LONG time. Will be back 100%! Attentive service and friendly smiling staff - we LOVED our trip."
211,Nikola was an excellent and attentive waitress who never let my drink go empty and couldn't do enough to help our experience be amazing. The food and drink were gorgeous and excellent value for money.
212,"The complimentary bread was nice as were the starter slider burgers, but that was the high point for the food. 3 of our 4 steaks were very poor quality and poorly cooked. When you pay the prices they charge you expect good quality produce.  Also, when we booked the table we were given a 2 hour slot, however, 1 hour 30 minutes in we were asked to leave the table and given 5 minutes to do so, not good when you're paying the prices they charge.  Also not a pleasant experience to go to the toilets to see a group of 6 or 7 men openly snorting drugs at 6 in the evening."
213,"Had a great Saturday night here with the girls, the waiter Dario made the experience even better ! Would come again"
214,"Best service from Dario, he was super helpful and helped us with everything we asked for! Would definitely go again"
215,"Me and my cousin recently went to STK… and the service was amazing, we had such an amazing meal and it was a speedy service. Our waiter Dario was an Angel, he was always around for help and made our evening at STK extra special… very kind! We will definitely be back again soon with another amazing night!"
216,"Dario was great, overall service was amazing! Would definitely recommended to a friend, good drinks and good menu, good atmosphere."
217,"Unreal time, best service from Dario. Nice drink and good menu. Would definitely recommend to for a night out."
218,"Dario was absolutely amazing! Couldn’t fault his service! Will be coming back ASAP Food was unreal, catered for everyone"
219,"The food is absolutely delicious and they offer a nice selection of dishes. The tuna tartare is a true delicacy and the Japanese beef fillet is one of the most tender and flavoursome things ever!  The service was outstanding, special mention to Davide, who is not only a terrific waiter, but also a lovely person! Davide, grazie mille per aver reso il compleanno di mia madre ancora più speciale! (I hope my Italian is not too bad…)  It’s a bit pricey, but the atmosphere is lovely and the restaurant is in a prime location, so considering that plus the quality of the food, definitely recommendable!"
220,"Last-minute for a birthday and I was amazed at the service. The food was exceptional and the service fantastic. Our waiter Dario couldn't do enough, he was very attentive and ensured all our needs were met and offered recommendations which we loved. Thank you."
221,We visited on a busy Saturday night and unfortunately left feeling very disappointed. The only slightly positives I can think of were that the food was ok and the cocktails were good however I do not feel the evening warranted the hefty price tag. Our table was at 7:30pm and we were handed the bill by 8:55pm. The service was extremely rushed and I absolutely do not believe the evening was worth our £250 bill. You could go to a much better restaurant with better quality of food and a lovely atmosphere for half that price. The restaurant/bar area was extremely rowdy and I think the staff were more focussed on those who were just drinking rather than providing a good service to the tables who were actually eating. Unfortunately we would not return here and has put us off going to any other STK restaurants. I have given 2 out of 5 purely because the food was ok.
222,"We came for a birthday meal,  We were greeted by the manager Kyle and the waiter Hellbert.  Helbert was the most helpful guy we could have asked for and made us feel very welcome.  As long as Kyle is running the show and Helbert is his top guy, we’ll be returning customers!  Kind regards, A loyal Brighton customer!  Xx"
223,Probably the worst steak restaurant I’ve ever come across. The service was poor and inefficient. The food was nearly inedible. Reducing the bill doesn’t help ruining a night out. The steak was on a cold plate the meat was Luke warm and totally over cooked. The service was untrained and poor.
224,"Yesterday me and my friends went to STK for my 30th Birthday dinner. The restaurant was beautiful to look at and if you are looking for a photo-op this is your place.  However if you want the pictures to compliment the meal you are out of luck. The food was terrible (steak too chewy, chips cold and the chicken was just not tasty). When my friend told the waiter of this he was kind and took away the food and advised we order something else.  She declined but he was insistent that she deserves to eat. She ordered potatoe agratine.  Then the bill came and they had removed the chicken but charged for the cold chips and replacement food they insisted on. We we asked for this to be reviewed and the waiter, scrambled the receipt and threw the receipt on the floor in a humph . Then proceeded to adapt the receipt in a way that didn’t make sense.  Honestly I can not express my disappointment enough. This place was a terrible choice. My 30th birthday was dampened by this experience. Pictures are wonderful but a restaurant is good food and service but they failed on both counts. I will never go back.  I am not happy and would never subject anyone in my association to the experience."
